"rep","n","probs","quants","model","comp","uwd1","uwd1o","uwd2","ks","kld","tv"
1,2000,7,23,"cltn6",6,0.00974263900880609,0.0107052939067613,0.000101575718555155,0.0125227701892309,0.00731840356789841,0.0339711569803495
1,2000,7,23,"clt6",6,0.0108567822631177,0.00546237102353063,0.000107536861871392,0.0114593945512327,0.00630244710058436,0.0153275424451988
1,2000,7,23,"cltn5",5,0.00946745687294283,0.00793083382790053,9.78329615159253e-05,0.013436040877369,0.00662507083661169,0.0310572301418193
1,2000,7,23,"clt5",5,0.0173768054484895,0.00911872958240572,0.000273168569939243,0.0151535848078046,0.00580772935809885,0.0183426412300105
1,2000,7,23,"cltn4",4,0.0113691079242969,0.0122550070211749,0.000166730776344145,0.0159209315879841,0.00511209770434489,0.0313989161843872
1,2000,7,23,"clt4",4,0.00759612550594347,0.00313692613895203,5.56480436467015e-05,0.0091486633612847,0.00391020700923054,0.0133648066378752
1,2000,7,23,"cltn3",3,0.0103173516146774,0.00716470201532126,0.000132106997171936,0.0148962117521496,0.00267539665391565,0.0164979457365917
1,2000,7,23,"clt3",3,0.0295569872028236,0.0192278390771816,0.000793234913364812,0.028580869642007,0.00396587044765575,0.0228149894971395
1,2000,7,23,"cltn2",2,0.0182434621240585,0.0169551134860523,0.000386823322342359,0.0206816795735909,0.00120520270589882,0.0187538343686906
1,2000,7,23,"clt2",2,0.0162824340821604,0.013958576270069,0.000287949193855344,0.0181805878895873,0.000977008634613048,0.0158695936172748
1,2000,7,23,"cltn1",1,0.116086990705286,0.115162017956994,0.0139231394228794,0.120214389703965,0.127801235831415,0.216565708593778
1,2000,7,23,"clt1",1,0.139539628594725,0.147636793359388,0.0220653193285372,0.153334938772423,0.142710742497431,0.232603232827208
2,2000,7,23,"cltn6",6,0.0241622744453941,0.0141661211480545,0.000496520420043369,0.020703738791519,0.00633484259027524,0.0234473165220791
2,2000,7,23,"clt6",6,0.0250215139813786,0.0218520311620354,0.000543187770589588,0.0240731394802125,0.00733194758106379,0.0251453007529961
2,2000,7,23,"cltn5",5,0.0117011902872233,0.0119009892919812,0.000123169114634054,0.0118059131761911,0.005952945140442,0.0237261605292375
2,2000,7,23,"clt5",5,0.0175433714503172,0.0125947816501462,0.000361081427914455,0.0236069046707774,0.00608316007456692,0.022568101266361
2,2000,7,23,"cltn4",4,0.00954082429817997,0.00696795622763903,0.000107073882314685,0.0161402089778106,0.00478609470509701,0.0191437836785146
2,2000,7,23,"clt4",4,0.0147783516872641,0.0156799614698947,0.000231363748423439,0.0174104671989218,0.00502557337471383,0.019711048742426
2,2000,7,23,"cltn3",3,0.00857930306324617,0.00894483849227325,7.51327846324249e-05,0.0115737010111849,0.00341048152312043,0.0156483008784287
2,2000,7,23,"clt3",3,0.0197061759743857,0.0197542007814813,0.00035862534833315,0.0213242350009341,0.00394429762201251,0.0234790286097662
2,2000,7,23,"cltn2",2,0.0125228701695598,0.0158183638920309,0.000176251231776155,0.016397531409629,0.0019799577446543,0.0232831524523633
2,2000,7,23,"clt2",2,0.0172661839041909,0.0199784832207466,0.000318761199512423,0.0200665798869935,0.00199446836228476,0.0232817295957364
2,2000,7,23,"cltn1",1,0.139094512481432,0.134591714396308,0.021778806855666,0.151562051359877,0.132351058029793,0.224296196170509
2,2000,7,23,"clt1",1,0.147077799358669,0.144535034314094,0.0254302139686906,0.164346521761736,0.136766234282558,0.229000104244872
3,2000,7,23,"cltn6",6,0.0185737262381125,0.0100269732267992,0.000350801009776532,0.0228916101814357,0.00586125457712702,0.0270133174302465
3,2000,7,23,"clt6",6,0.0170133523198673,0.01860278752296,0.000302466608365377,0.0191767274899695,0.00571596054670977,0.0247745724004396
3,2000,7,23,"cltn5",5,0.0120510024736255,0.0109947417153686,0.000173506666046909,0.0182368274786479,0.00336724976859842,0.0204095146635667
3,2000,7,23,"clt5",5,0.0193965000521849,0.0191089429513138,0.000411159520024884,0.0211331075796238,0.00559304597708467,0.0195757053341848
3,2000,7,23,"cltn4",4,0.0117812003040491,0.013489154118542,0.000146405157332923,0.0145104485968916,0.00417433140932358,0.0269920474500125
3,2000,7,23,"clt4",4,0.0133562069628355,0.0131802911534877,0.000180620509703066,0.0161538191973925,0.00411001759727062,0.0168138733408507
3,2000,7,23,"cltn3",3,0.0232010255662753,0.0137108019814182,0.000509977927248422,0.024811138927647,0.00263741055280675,0.0163024799115791
3,2000,7,23,"clt3",3,0.0191122411068776,0.0212304132435146,0.000310995127619264,0.018075393444034,0.00317192425864757,0.0179486766757119
3,2000,7,23,"cltn2",2,0.0248441138308925,0.00851839070124061,0.000748313606285373,0.0305070008383958,0.000536128557412869,0.0158333709983704
3,2000,7,23,"clt2",2,0.0106484929429524,0.00684659996334896,0.00011614934678969,0.0123587994683207,0.000869377666750731,0.0125906671016307
3,2000,7,23,"cltn1",1,0.14477108388128,0.144458360614418,0.0263368279755429,0.173320945159691,0.129670069702262,0.222727021639972
3,2000,7,23,"clt1",1,0.152123407724026,0.149828550565493,0.0292825062167747,0.177448391744432,0.132081571547875,0.225484791160437
4,2000,7,23,"cltn6",6,0.0117261236370628,0.00952250768139995,0.000144070617984301,0.0150706804592204,0.00465961777055103,0.0251603190529597
4,2000,7,23,"clt6",6,0.00826548992060959,0.00817490389944975,7.6641186841013e-05,0.012431969365996,0.00565966502495331,0.02718906573639
4,2000,7,23,"cltn5",5,0.00949331136545464,0.00972646345883083,0.000129448360044473,0.0160599284090746,0.00399838383862536,0.0250998840239315
4,2000,7,23,"clt5",5,0.0166692943895457,0.00986752623496919,0.000336304406488367,0.0234050202633039,0.00384817343658491,0.0246808830913858
4,2000,7,23,"cltn4",4,0.0112014529327707,0.00773057427279971,0.000193999085535487,0.02126809419568,0.00341784922523371,0.0245385201511088
4,2000,7,23,"clt4",4,0.0135475155078747,0.0107002936263784,0.000180241904679341,0.0156940408927352,0.00300600347305201,0.0215429339530757
4,2000,7,23,"cltn3",3,0.0152269538845298,0.0112298049027783,0.000229602015164593,0.0158202496534007,0.00224750553847866,0.0230604931695058
4,2000,7,23,"clt3",3,0.0091860602603294,0.00711638514177276,8.37081955801328e-05,0.0113597421308485,0.00207175733342398,0.021246485251043
4,2000,7,23,"cltn2",2,0.0415845969264419,0.0228267440752435,0.00157298405345748,0.0383292294099337,0.00186743526001244,0.0258773967011409
4,2000,7,23,"clt2",2,0.0148351376238283,0.0117449839298848,0.000248456751445949,0.0189023588501508,0.00107280971193403,0.019327988323972
4,2000,7,23,"cltn1",1,0.145525289566579,0.144203562856049,0.0260724918138397,0.168706368641563,0.135260653422549,0.223743378888423
4,2000,7,23,"clt1",1,0.165418233143057,0.17493453719708,0.0334885757014995,0.188393244005321,0.152554968060295,0.240595196097419
5,2000,7,23,"cltn6",6,0.00619778940793076,0.00601762406371593,3.8317425045104e-05,0.00927917342371287,0.00433862020306924,0.0165065103420923
5,2000,7,23,"clt6",6,0.0220336936676386,0.00865439981817287,0.000474154334392237,0.0221854431229874,0.00375415430392969,0.0115400868206604
5,2000,7,23,"cltn5",5,0.00798107098296858,0.00638850796931667,7.80408087446914e-05,0.0152782244673027,0.00348821834925337,0.0112262372091056
5,2000,7,23,"clt5",5,0.00420635224964917,0.0054472633856357,1.70109020102954e-05,0.00666532817541857,0.00308496238121409,0.0092477269722114
5,2000,7,23,"cltn4",4,0.0065204438069813,0.00674913569354922,5.64562833485391e-05,0.0107904162966262,0.00304908836566693,0.0117951157164617
