"rep","n","probs","quants","model","comp","uwd1","uwd1o","uwd2","ks","kld","tv"
1,150,7,23,"cltn6",6,0.041366236228472,0.0455614513763584,0.00204919041417476,0.0523533896962123,0.03972548526609,0.0958556232681435
1,150,7,23,"clt6",6,0.0420622874058831,0.0448283899997483,0.00259450121694693,0.0646466314353196,0.0394299130909232,0.0918497057246319
1,150,7,23,"cltn5",5,0.0492228992022282,0.0478937066760359,0.00299852941189446,0.0644038609105417,0.041706844359039,0.0968065075910218
1,150,7,23,"clt5",5,0.0392369277525517,0.0410821555998832,0.00194114563446359,0.0506150655970473,0.0350667114039577,0.0891817372539487
1,150,7,23,"cltn4",4,0.0410970559699072,0.0444198868413816,0.00207284217974828,0.0531854795538031,0.0363659025186544,0.0911491032980473
1,150,7,23,"clt4",4,0.0374325686897431,0.0354259973657577,0.00188261035256445,0.0483744051917084,0.0275925513684166,0.0783588572651092
1,150,7,23,"cltn3",3,0.0482928928770676,0.0515911338994553,0.00301666898133383,0.0638719152612772,0.044416493798572,0.0989965651124753
1,150,7,23,"clt3",3,0.0407000918416334,0.0391966912394056,0.00192264693841717,0.0504656999327307,0.0285128564144813,0.0799591103413348
1,150,7,23,"cltn2",2,0.0496601197208378,0.0480872086082505,0.00253816881056328,0.0567006132114227,0.0539202180743133,0.0884780701470932
1,150,7,23,"clt2",2,0.0540793305301775,0.0559583671740716,0.00261966408654151,0.049416662854023,0.0585938745651794,0.095277786694333
1,150,7,23,"cltn1",1,0.073398501424722,0.071725227661947,0.00631671512087379,0.0933839818362474,0.258419425858698,0.132770859112284
1,150,7,23,"clt1",1,0.0904593229958573,0.0974363688361952,0.00796724654864927,0.0910866685061178,0.300878705833333,0.162122898501349
2,150,7,23,"cltn6",6,0.0530805022435723,0.0487404847595892,0.00242655690073016,0.0388179961608464,0.0199692419940191,0.050579006289629
2,150,7,23,"clt6",6,0.0605528550696878,0.0670963405351724,0.00393540347816001,0.0665389177493315,0.0272590086810389,0.077947897485941
2,150,7,23,"cltn5",5,0.0541695981556334,0.0600015840175818,0.00279738197819145,0.0471494275501202,0.0214149245672724,0.0624679208543967
2,150,7,23,"clt5",5,0.0704518113794219,0.0597142181734036,0.00445769342025281,0.0550148168414343,0.0232672612782401,0.0621564111091756
2,150,7,23,"cltn4",4,0.074576275862285,0.0631565305434764,0.00518666827984604,0.0630909920861463,0.0216046552394492,0.0688090473896621
2,150,7,23,"clt4",4,0.0321695290060072,0.0474019330579821,0.00121696135468156,0.0385485149664748,0.0196609160602038,0.0606377098450009
2,150,7,23,"cltn3",3,0.0656532302600455,0.0574508793805652,0.00430283651557775,0.0624331030890956,0.0221866778004083,0.0712194512126438
2,150,7,23,"clt3",3,0.0782751709888935,0.0750333006213871,0.00662517996957733,0.0795962940345787,0.055911490876544,0.124131544796487
2,150,7,23,"cltn2",2,0.0641838023210891,0.0631434452710383,0.00422224405614134,0.062525973815409,0.0233821441260696,0.0764141069353965
2,150,7,23,"clt2",2,0.0568789393718734,0.0595900801377929,0.00370676503397204,0.0669209328456005,0.0241564436894081,0.0852273588743356
2,150,7,23,"cltn1",1,0.075034701464673,0.0764480015525992,0.00579512544129443,0.074102912539509,0.1032179554641,0.130845145823817
2,150,7,23,"clt1",1,0.0798074360873878,0.082702483790731,0.00680964226365212,0.0819978143375815,0.105396384102177,0.134195002897413
3,150,7,23,"cltn6",6,0.0394384886275147,0.0407594604761283,0.00167446499894731,0.0445063126540385,0.0251194180969991,0.070131002108691
3,150,7,23,"clt6",6,0.0361483178654392,0.0408673897618738,0.00165411768185202,0.0455636906522175,0.0249438985612169,0.0693810148952179
3,150,7,23,"cltn5",5,0.0400591842016482,0.0433192154816811,0.00180410756281225,0.0489915925766791,0.0245493195524424,0.0728159097313794
3,150,7,23,"clt5",5,0.0470046739001642,0.0477356146932361,0.00287504137746932,0.0572131644539507,0.0252138857737143,0.0711480544163696
3,150,7,23,"cltn4",4,0.049742855399619,0.0438414209707147,0.00288606368751443,0.0547726299499068,0.0214055806093685,0.0655538967648212
3,150,7,23,"clt4",4,0.0531454975200713,0.0470322497681071,0.00331406492615761,0.0618470812560595,0.0235692551148206,0.074527784459779
3,150,7,23,"cltn3",3,0.0551141244738953,0.0518452635167444,0.0033955434574176,0.0597114670842606,0.0221140842215621,0.0779148416006061
3,150,7,23,"clt3",3,0.0373423300075244,0.0474666673009111,0.00169587561492255,0.0439580450162267,0.0215102227093294,0.0740185507545336
3,150,7,23,"cltn2",2,0.0451404730715272,0.0433703161250193,0.00236265082461974,0.0505947895507998,0.0203042118404663,0.0760614218213601
3,150,7,23,"clt2",2,0.056495226437953,0.0568565247319483,0.00363319586537519,0.0626570309564952,0.0261905334753345,0.0906653217070934
3,150,7,23,"cltn1",1,0.0930959042453451,0.0873694458549333,0.0084052383345145,0.0870371293782773,0.182387811375802,0.143573253060483
3,150,7,23,"clt1",1,0.0749191142719376,0.0680158786153327,0.00543145212013963,0.0697784924560712,0.157173406401334,0.127750169536102
4,150,7,23,"cltn6",6,0.0238701879780857,0.0272686317149776,0.000552205724749722,0.025339183821518,0.0256218210823627,0.0827869289409389
4,150,7,23,"clt6",6,0.0880240425258653,0.0861822310199044,0.00761102195198463,0.0814703437522725,0.0368626184266397,0.0936727683845101
4,150,7,23,"cltn5",5,0.0328425109885307,0.0332650478585438,0.00110427807184236,0.0373725562064796,0.029410844724318,0.0855992748725324
4,150,7,23,"clt5",5,0.0279081556059111,0.0282154895609214,0.000748955093641763,0.0271306441219396,0.0302601054485267,0.0897453693051783
4,150,7,23,"cltn4",4,0.0232510626665833,0.0237129477177613,0.000646690816065359,0.0299006789792008,0.0252600576115415,0.0807203011423691
4,150,7,23,"clt4",4,0.0288677422945939,0.0300772080430154,0.00080100743524847,0.030693497519567,0.0246519663533245,0.0830960344857447
4,150,7,23,"cltn3",3,0.0259935221085058,0.026444764754179,0.000750450457733362,0.0303785277396739,0.022679585319543,0.0800346092315608
4,150,7,23,"clt3",3,0.0794843401157053,0.0767301631445393,0.00663390618739512,0.0809582447594857,0.0285250380078997,0.0917651778291836
4,150,7,23,"cltn2",2,0.0378575168345949,0.0360993738946732,0.00171421766376127,0.0440585119815385,0.100148484118559,0.0934488966968266
4,150,7,23,"clt2",2,0.0722370660037583,0.0713006508382292,0.0057492637316578,0.0709829561534004,0.0269628754325764,0.0930294130443027
4,150,7,23,"cltn1",1,0.0977869930610673,0.0967826958463525,0.00945766164486263,0.0886917370567735,0.182020550869961,0.149911684341194
4,150,7,23,"clt1",1,0.0965834951071594,0.0977098325616848,0.00922883146483086,0.0898080008052903,0.178623972379431,0.150126850056989
5,150,7,23,"cltn6",6,0.0200247091811289,0.0170662008620862,0.000396770347778713,0.0238268979032148,0.0230765642950008,0.0696573774889271
5,150,7,23,"clt6",6,0.0370500251677528,0.0361285065226139,0.00142660857785735,0.040689072215953,0.0246727489379611,0.0701044811111228
5,150,7,23,"cltn5",5,0.029582072596158,0.0327077266408199,0.000940224326629958,0.0321475042058945,0.021784653955165,0.0674871492683261
5,150,7,23,"clt5",5,0.0257339218825286,0.0321351296818128,0.000646329426730299,0.0258498809381435,0.0221400285045066,0.0675632546265466
5,150,7,23,"cltn4",4,0.0306166055073672,0.0375999755846806,0.00097432500189674,0.036461121658666,0.0215619806239589,0.0783109380626896
5,150,7,23,"clt4",4,0.0387201394452179,0.0334390532098251,0.00174647389462796,0.0480152555140234,0.021211800854525,0.0713630699779412
5,150,7,23,"cltn3",3,0.0266807983593089,0.0279996379745797,0.00075313079578521,0.0328846393355079,0.0205266771298503,0.0722870928476391
5,150,7,23,"clt3",3,0.0397567896525157,0.0387954075274676,0.0016513965951991,0.0414619419055805,0.0216010645078798,0.07664308143101
5,150,7,23,"cltn2",2,0.0390440011721828,0.0377892901321931,0.00159680236326001,0.0418215099267405,0.0206692351280138,0.0789176070840912
5,150,7,23,"clt2",2,0.0214501121718073,0.0226246397989852,0.000431868619082272,0.021336339317838,0.0174377450982721,0.0645916944081411
5,150,7,23,"cltn1",1,0.0745844728892619,0.0739045438473626,0.00646660931547501,0.0924759371854947,0.262081172828636,0.133432470046013
5,150,7,23,"clt1",1,0.077850107998246,0.0738458126374823,0.00697577272954515,0.0943775834546531,0.255371223527896,0.134585890264455
6,150,7,23,"cltn6",6,0.0478824082175603,0.0493183039725751,0.00270909775382648,0.0584150637643994,0.0389649322644496,0.10173424179585
6,150,7,23,"clt6",6,0.0570422989490841,0.0495514300469264,0.00367448004184564,0.0674847878777377,0.0367874258434321,0.100284381304199
6,150,7,23,"cltn5",5,0.0387050773998464,0.0459330596645945,0.00177906465204932,0.0480494337273423,0.0337552964154817,0.0940608993982998
6,150,7,23,"clt5",5,0.0502157112002881,0.046978302681886,0.00283358848837439,0.0540201670705475,0.0433777136249424,0.107375289385005
6,150,7,23,"cltn4",4,0.0388139642121697,0.0379187732911388,0.0019351535918164,0.0498278627571918,0.0277425565709519,0.0851545545933567
6,150,7,23,"clt4",4,0.0562828611887492,0.047076237764265,0.00369255400471697,0.0656302958994947,0.0316663250169166,0.0928219443802498
6,150,7,23,"cltn3",3,0.0626864988419704,0.0613634452299738,0.00450883102052531,0.0743995143321229,0.0380053717190009,0.106291937925527
6,150,7,23,"clt3",3,0.0622450588679274,0.0594448686052333,0.00394334102022194,0.0584669423541864,0.0490540793157952,0.11443923450774
6,150,7,23,"cltn2",2,0.0631590380102052,0.0649219555721021,0.00485739786826554,0.0787759617451166,0.0428664196566669,0.104604820999339
6,150,7,23,"clt2",2,0.0668466865112011,0.0658269210908961,0.00472447037872201,0.0717538666054418,0.0520485520368324,0.10603111665531
6,150,7,23,"cltn1",1,0.102145182624634,0.100795578370772,0.0135942675574189,0.131222237449588,0.402494493607336,0.151236766191452
6,150,7,23,"clt1",1,0.0938096183831747,0.0956081977060847,0.011672452239224,0.117352292209207,0.372889746419298,0.143980866096308
7,150,7,23,"cltn6",6,0.0476694459394753,0.0426508984623025,0.00242345172338683,0.0544605289421393,0.0313837841284051,0.0771842383438885
7,150,7,23,"clt6",6,0.0379423922306192,0.0504455049673093,0.00145074532989522,0.0378950571648199,0.029646105952218,0.0873577916686588
7,150,7,23,"cltn5",5,0.0516239047428595,0.0504219738090736,0.00266357782649565,0.0529101588896948,0.0323543633899623,0.0853738390263223
7,150,7,23,"clt5",5,0.0356992323069889,0.0387002841268058,0.00129771403572459,0.0405101496411792,0.0278337706386949,0.0720539460338849
7,150,7,23,"cltn4",4,0.0298967376272073,0.0350052805622119,0.000810915660636775,0.0299706856961825,0.0224053985563025,0.0665685286859675
7,150,7,23,"clt4",4,0.0499634544096145,0.0519062937573486,0.00260548306726185,0.052428902549099,0.0343685793434998,0.0829646292801451
7,150,7,23,"cltn3",3,0.0351156169281783,0.0372210500606003,0.00108930057477464,0.0300423733252762,0.0228887125700651,0.0655194616209724
7,150,7,23,"clt3",3,0.0432245200164768,0.0486343185885617,0.0017813887327361,0.0439291514460521,0.0316641210050202,0.0804131830855796
7,150,7,23,"cltn2",2,0.0430044562250289,0.0408346406859958,0.00200584422222339,0.0492888334541563,0.045660099722256,0.0628954694820928
7,150,7,23,"clt2",2,0.049849494518735,0.0507458575450653,0.00225385258469922,0.0448792904047115,0.046885330241792,0.0756428777715491
7,150,7,23,"cltn1",1,0.062433268661948,0.0673268040073247,0.00495539932753199,0.0869782169003766,0.211328291243227,0.129141381672065
7,150,7,23,"clt1",1,0.0594041633627269,0.0678305738850112,0.00414952776843218,0.0815711862817482,0.20847790716631,0.129742715910457
8,150,7,23,"cltn6",6,0.0574205972401447,0.0523741545095204,0.00288632696320375,0.0488723793136251,0.0231370390470515,0.0730911122644809
