"rep","n","probs","quants","model","comp","uwd1","uwd1o","uwd2","ks","kld","tv"
1,2000,7,23,"cltn6",6,0.0117489848899475,0.00735426384390986,0.000138045893656503,0.0129556227710798,0.002869528173312,0.0183417645920719
1,2000,7,23,"clt6",6,0.0128815269090805,0.0158568572746257,0.000197513267407349,0.0184853190052684,0.00613490644740985,0.0336117202989784
1,2000,7,23,"cltn5",5,0.00889129110055518,0.0116110891965428,9.03272466651732e-05,0.0104194380267062,0.00257261506159832,0.0191346868432586
1,2000,7,23,"clt5",5,0.0165648257716158,0.0173337738845986,0.000284877799618677,0.0215646122453731,0.00685417733124647,0.0363067092295802
1,2000,7,23,"cltn4",4,0.0174702526908167,0.0144533388319507,0.000293275329311367,0.0194928896839155,0.0058887347579843,0.0354588270338136
1,2000,7,23,"clt4",4,0.0167779865851118,0.0126968981036008,0.000452431814122878,0.0303126353572739,0.00652893693899567,0.0359814530509297
1,2000,7,23,"cltn3",3,0.0283115455914578,0.0109248887736881,0.000748484575705008,0.0272612208375224,0.0029563292923459,0.0202660356519724
1,2000,7,23,"clt3",3,0.0106280045109545,0.0141412680649696,0.000130710001828295,0.0151969423497753,0.0054068127251588,0.0369846757215671
1,2000,7,23,"cltn2",2,0.0132300578214773,0.0110579139222214,0.000175798558974853,0.0176535614051588,0.00680789625700584,0.0408453027407816
1,2000,7,23,"clt2",2,0.0233418738981888,0.0147596815943214,0.000566675056618267,0.0255710201377181,0.00740706202520475,0.0419116812716323
1,2000,7,23,"cltn1",1,0.0344024739994439,0.0377634933200092,0.00110582483817419,0.0317897840064088,0.115940840243903,0.113320608690515
1,2000,7,23,"clt1",1,0.0443175257301282,0.0396375997062617,0.00228791669577077,0.0540423157730828,0.129518573651507,0.113209188943817
2,2000,7,23,"cltn6",6,0.0189754862174698,0.0127752834107033,0.000396650676457114,0.02302877717811,0.003785179460009,0.0257332516221575
2,2000,7,23,"clt6",6,0.0155134349142695,0.0109227674535975,0.000445575900872729,0.0286966054098467,0.00764285589202796,0.0359336717969091
2,2000,7,23,"cltn5",5,0.0216171679961987,0.0157785825360909,0.000522194498850909,0.0253319241692246,0.0041181722208353,0.0274957127651568
2,2000,7,23,"clt5",5,0.0128792567773354,0.0184667703707012,0.000218382018408042,0.0210833126816425,0.00882899256411798,0.0393346029089243
2,2000,7,23,"cltn4",4,0.0126563121454149,0.0085908501040013,0.000182893655180239,0.0166843567472095,0.00237056295856795,0.0193900781646065
2,2000,7,23,"clt4",4,0.012566545891594,0.0131031104292252,0.000217147375829097,0.0211882791253403,0.00882070874295764,0.0384226489697108
2,2000,7,23,"cltn3",3,0.0144930077860256,0.0153410870913323,0.000202071951738087,0.0157531813566149,0.00467988139674058,0.0294923709458233
2,2000,7,23,"clt3",3,0.02170629048856,0.0158188610641882,0.000801118113005117,0.0378617778590535,0.00900393396908574,0.0401094161206905
2,2000,7,23,"cltn2",2,0.014129293510205,0.0134770098518608,0.000269975323194144,0.0221016174935178,0.0100080972693199,0.0453068782855698
2,2000,7,23,"clt2",2,0.0209507324638493,0.0171768955030491,0.000485137062483591,0.0273473692453282,0.00907373781446394,0.0459521812244629
2,2000,7,23,"cltn1",1,0.043161875450894,0.0409184133988465,0.0018655888477021,0.0464948062919103,0.118719524781657,0.114262364371798
2,2000,7,23,"clt1",1,0.037160408733708,0.0410803589681651,0.00129047934752414,0.0352033659060912,0.108139595694611,0.115148738762497
3,2000,7,23,"cltn6",6,0.0235034955870222,0.012854458517953,0.000682969768121611,0.0328286105987361,0.00559013981048858,0.0367594775153371
3,2000,7,23,"clt6",6,0.0187966720621253,0.0128644258091361,0.00036211205752216,0.0209483634130566,0.00543106227927235,0.0353502480420924
3,2000,7,23,"cltn5",5,0.0103020782378268,0.01164061777187,0.000134010354335598,0.0161225657262496,0.00547520900150091,0.0368997208723993
3,2000,7,23,"clt5",5,0.0170301928168597,0.0179951385564945,0.000347856338932604,0.0234311147028486,0.00625550227010164,0.0392583664121816
3,2000,7,23,"cltn4",4,0.0146108644683065,0.0117671200090283,0.000303945037782062,0.0256276222107458,0.0058509199752649,0.0374855794516714
3,2000,7,23,"clt4",4,0.0185174317591257,0.0185378856300436,0.000402357322108951,0.0273979698979682,0.00657616464012713,0.0401485705843778
3,2000,7,23,"cltn3",3,0.0156266588685018,0.0154915310125873,0.000298459573403527,0.0250899618328558,0.00664198535604028,0.0399216624575883
3,2000,7,23,"clt3",3,0.0167982625193734,0.0102095331080589,0.000322368169120428,0.0226908645204535,0.00596995955765161,0.0379786135036699
3,2000,7,23,"cltn2",2,0.0180367581198901,0.0107522315071611,0.000343458597148062,0.0226740245472442,0.00637312745903758,0.0397166038382925
3,2000,7,23,"clt2",2,0.0149857790857905,0.011551074840156,0.00022604565706353,0.0179393043460594,0.00661213180929116,0.0391524626088868
3,2000,7,23,"cltn1",1,0.0408297455069411,0.0403411876252584,0.00166263646132596,0.0435766737303311,0.102206783674904,0.11473990416276
