"rep","n","probs","quants","model","comp","uwd1","uwd1o","uwd2","ks","kld","tv"
1,150,7,23,"cltn6",6,0.0794088962560152,0.0880054466750673,0.00610578997055887,0.0733396706925979,0.0198821366318833,0.0826426809416066
1,150,7,23,"clt6",6,0.0719187567485601,0.0872720465720972,0.00538251814226233,0.0693569244575251,0.0239448060490139,0.0860419307692573
1,150,7,23,"cltn5",5,0.0810069775286153,0.0900183237299195,0.00732376310915141,0.0852748777797155,0.0274837941700929,0.0935045807210015
1,150,7,23,"clt5",5,0.0974183466714472,0.0904658740253298,0.011367230175106,0.110741006072902,0.0516346475585467,0.124459858309891
1,150,7,23,"cltn4",4,0.0964217464940473,0.0935819478411967,0.00946701336427127,0.0933992609434903,0.0275823315981302,0.0884315422140233
1,150,7,23,"clt4",4,0.0897997769026498,0.082037402976491,0.0084733959443845,0.0899204698599175,0.0223584216055382,0.0841838013810853
1,150,7,23,"cltn3",3,0.0868574408500738,0.0742484844920859,0.00709950100702757,0.0790688703635527,0.0176844129932639,0.0778915550125198
1,150,7,23,"clt3",3,0.0740184480046568,0.084733948055862,0.00625361611883519,0.0795132562283885,0.0252585302366955,0.0902576008271504
1,150,7,23,"cltn2",2,0.0800714851886434,0.0832701774569622,0.00684474257231556,0.0850812977692136,0.0271760913509273,0.0902138841947996
1,150,7,23,"clt2",2,0.0889181666453399,0.0878572878636608,0.0107061433750418,0.11358094974175,0.0569226637680526,0.131835522460668
1,150,7,23,"cltn1",1,0.068559945610835,0.0662963707557109,0.00611513410596012,0.0850553315472138,0.0888539510424218,0.126160885866119
1,150,7,23,"clt1",1,0.100562179726719,0.0988698946988666,0.0136809521041962,0.122091244973855,0.0871023244841873,0.143916159395979
2,150,7,23,"cltn6",6,0.0185612172413084,0.0234489249615387,0.00040300092246486,0.02515170044899,0.0139621263955695,0.0553751670683543
2,150,7,23,"clt6",6,0.0470348058745634,0.0291551772979369,0.00182177511763632,0.040108151807281,0.0172920781963423,0.0571299480058688
2,150,7,23,"cltn5",5,0.0191495153459371,0.0257078170391458,0.000589618437278588,0.0381166712886577,0.0178426835404937,0.0590334820533854
2,150,7,23,"clt5",5,0.034118170626192,0.0387832537723352,0.00150879942369419,0.0500693972849992,0.022286652821713,0.0642323400475574
2,150,7,23,"cltn4",4,0.0233720031126618,0.0194790367124449,0.000710643759519187,0.0410581781438489,0.0217123983751713,0.0589488285454558
2,150,7,23,"clt4",4,0.0412493862188098,0.0329776280937066,0.00203400835005587,0.0544694371206944,0.0231572698964415,0.0666618594626238
2,150,7,23,"cltn3",3,0.0322668295225564,0.0259748826450022,0.00144911597308349,0.0513524370420785,0.027914767693579,0.0649144353484173
2,150,7,23,"clt3",3,0.0254690805721099,0.0249999787749724,0.00106790778074037,0.0422408603871832,0.0167333959701126,0.056788822231338
2,150,7,23,"cltn2",2,0.0271039432730312,0.0277088015354743,0.000788223717889398,0.0362973026762497,0.0216398142072392,0.0641671678104146
2,150,7,23,"clt2",2,0.0233069520258537,0.0298610257975337,0.000876532441335046,0.0409958165962817,0.0195367372340003,0.0573768285048776
2,150,7,23,"cltn1",1,0.038080302198783,0.0399209595097427,0.00153477355502058,0.0406674237570611,0.138508316553376,0.113125066114921
2,150,7,23,"clt1",1,0.052122411618395,0.0456572624138621,0.00269399941864917,0.0533468480047622,0.154913013096987,0.113920691414935
3,150,7,23,"cltn6",6,0.0743787084047299,0.0760134032382694,0.00482477922797713,0.059018107414582,0.0544021562783144,0.11525381573795
3,150,7,23,"clt6",6,0.0832318164915108,0.0850137479016107,0.00689088477579756,0.0776568454974368,0.0491026086029464,0.12070975293134
3,150,7,23,"cltn5",5,0.0761831953924996,0.0732253983015979,0.00555994914365608,0.0717940274044631,0.0488520205918804,0.112368280448606
3,150,7,23,"clt5",5,0.0734389250488009,0.0807661509729253,0.00505826716681957,0.068489406162716,0.0558736058946219,0.118393046343695
3,150,7,23,"cltn4",4,0.0767823853993933,0.0759659093424365,0.00543620429828302,0.0661860831470775,0.0521008507120379,0.111725958679969
3,150,7,23,"clt4",4,0.0790715496084545,0.0758942813843099,0.0066655624586236,0.0770871571717806,0.051737281356668,0.111612110079709
3,150,7,23,"cltn3",3,0.0873253696935354,0.0885255458572814,0.00696381483295877,0.0755525574784125,0.0704538855715964,0.12891492079612
3,150,7,23,"clt3",3,0.0778575661571896,0.0767156888750784,0.00542387295128581,0.0636716135599414,0.0609683519945268,0.117239035308029
