"rep","n","probs","quants","tail","model","uwd1","uwd2","width_mu","width_sigma","width_n","cover90_mu","cover90_sigma","cover90_n"
140,500,1,3,0,"ordn",0.042197254316097,0.00179663719939165,0.58631,0.6180805,NA,0,1,NA
140,500,1,3,0,"clt",0.0536633091709055,0.00290575059622485,0.326074,0.3579945,5496.5793,0,1,1
140,500,1,3,0,"ord",0.0527078894118471,0.00285680418383208,0.314114,0.346187,5618.64455,0,0,1
140,500,1,3,0,"ind",0.0438347412624297,0.00177804876209805,1.905957,3.104234,NA,1,1,NA
140,500,1,3,0,"kern",0.0524054344114226,0.00275069136299723,NA,NA,NA,NA,NA,NA
140,500,1,3,0,"spline",0.108534361857619,0.0115442749349819,NA,NA,NA,NA,NA,NA
140,500,2,9,0,"cltn",0.0362115550990716,0.00131627601380412,0.5381655,0.4473615,NA,0,1,NA
140,500,2,9,0,"ordn",0.0362115550990716,0.00131627601380412,0.537925,0.451213,NA,0,1,NA
140,500,2,9,0,"clt",0.0460242426728666,0.00218251311332282,0.3430375,0.2860955,2275.7949,0,1,0
140,500,2,9,0,"ord",0.0637781460389282,0.00368021135960306,0.3559305,0.29171,2136.11425,0,1,0
140,500,2,9,0,"ind",0.0424481099883734,0.00164666750250886,0.1152455,0.1469855,NA,0,0,NA
140,500,2,9,0,"kern",0.0518162856189621,0.00266704696144316,NA,NA,NA,NA,NA,NA
140,500,2,9,0,"spline",0.0560146596524863,0.00267855766039644,NA,NA,NA,NA,NA,NA
140,500,3,21,1,"cltn",0.0384003967207061,0.00140859111068189,0.5289715,0.4005835,NA,1,0,NA
140,500,3,21,1,"ordn",0.0384003967207061,0.00140859111068189,0.5635605,0.405383,NA,1,0,NA
140,500,3,21,1,"clt",0.0464008164387281,0.00194262116865883,0.521217,0.3913145,600.1717,0,0,1
140,500,3,21,1,"ord",0.0421258524245193,0.00168258041455417,0.5069195,0.3819275,610.2051,0,0,1
140,500,3,21,1,"ind",0.0354282508125688,0.00129861383979646,0.1788095,0.1746145,NA,0,0,NA
140,500,3,21,1,"kern",0.0518714201732086,0.00250459320945355,NA,NA,NA,NA,NA,NA
140,500,3,21,1,"spline",0.0760682026381811,0.0056657066306982,NA,NA,NA,NA,NA,NA
140,1000,1,3,0,"cltn",0.033952215323543,0.00122757168418716,0.4079195,0.4409955,NA,1,1,NA
140,1000,1,3,0,"ordn",0.033952215323543,0.00122757168418716,0.4227525,0.461616,NA,1,1,NA
140,1000,1,3,0,"clt",0.0374408974119074,0.0015475572784585,0.303618,0.3457385,6106.9685,1,0,1
140,1000,1,3,0,"ord",0.0181166668634042,0.000320665988748747,0.286786,0.328113,5990.3506,1,0,1
140,1000,1,3,0,"ind",0.00961955720924638,0.000118838156396255,1.315011,2.192156,NA,1,1,NA
140,1000,1,3,0,"kern",0.0252640957763844,0.00071193144399994,NA,NA,NA,NA,NA,NA
140,1000,1,3,0,"spline",0.0904200036700947,0.00833488573226465,NA,NA,NA,NA,NA,NA
140,1000,2,9,0,"cltn",0.0268346691620781,0.000694753997682658,0.3896795,0.318501,NA,1,1,NA
140,1000,2,9,0,"ordn",0.0268346691620781,0.000694753997682658,0.3913145,0.3117695,NA,1,0,NA
140,1000,2,9,0,"clt",0.0234851003464715,0.00063519738347081,0.327966,0.2602895,2752.2424,1,0,1
140,1000,2,9,0,"ord",0.0104281837034013,0.000115114317812983,0.3171965,0.280618,2524.24305,1,0,1
140,1000,2,9,0,"ind",0.0338457394679317,0.00107500446046637,0.123682,0.163454,NA,0,0,NA
140,1000,2,9,0,"kern",0.028735985123333,0.000883013730383291,NA,NA,NA,NA,NA,NA
140,1000,2,9,0,"spline",0.0285976945985904,0.000707895909694539,NA,NA,NA,NA,NA,NA
140,1000,3,21,1,"cltn",0.0141625780825407,0.000207547637472994,0.3790905,0.2659425,NA,1,1,NA
140,1000,3,21,1,"ordn",0.0141625780825407,0.000207547637472994,0.382534,0.282278,NA,1,1,NA
140,1000,3,21,1,"clt",0.0195573329986267,0.000441346275743448,0.375519,0.273567,1133.8914,1,1,1
140,1000,3,21,1,"ord",0.0218744897422928,0.000432185022466113,0.3809355,0.275172,1066.50645,1,1,1
140,1000,3,21,1,"ind",0.0269882214839055,0.000644754980930444,0.0774685,0.0776055,NA,0,0,NA
140,1000,3,21,1,"kern",0.024598313740625,0.00072344426092748,NA,NA,NA,NA,NA,NA
140,1000,3,21,1,"spline",0.0661002194165587,0.00413833735455377,NA,NA,NA,NA,NA,NA
141,50,1,3,0,"cltn",0.0521144583241235,0.00265033880297452,1.4781,1.539861,NA,1,1,NA
141,50,1,3,0,"ordn",0.0521144583241235,0.00265033880297452,1.517568,1.630319,NA,1,1,NA
141,50,1,3,0,"clt",0.0400966845176297,0.00151161304913998,0.5549825,0.6404825,1742.629995,1,0,0
141,50,1,3,0,"ord",0.0453732703642967,0.00188729245506694,0.612019,0.645159,1763.26528,1,0,0
141,50,1,3,0,"ind",0.0751834210793261,0.00536339879819877,1.87885,2.9467,NA,1,1,NA
141,50,1,3,0,"kern",0.0456049301790053,0.00256629468631023,NA,NA,NA,NA,NA,NA
141,50,1,3,0,"spline",0.149875142959044,0.0222985183207032,NA,NA,NA,NA,NA,NA
141,50,2,9,0,"cltn",0.0544873093774942,0.0027649639862636,1.343374,0.989561,NA,1,0,NA
141,50,2,9,0,"ordn",0.0544873093774942,0.0027649639862636,1.432573,1.155119,NA,1,1,NA
141,50,2,9,0,"clt",0.0499318536991823,0.00224062147843857,1.0449555,0.8576025,172.67735,1,0,1
141,50,2,9,0,"ord",0.0540548278907883,0.00274009615869413,1.213417,0.987537,118.55363,1,0,1
141,50,2,9,0,"ind",0.0554049155835288,0.00279324794107809,0.308839,0.376438,NA,1,0,NA
141,50,2,9,0,"kern",0.0595962469050887,0.0043513577887584,NA,NA,NA,NA,NA,NA
141,50,2,9,0,"spline",0.0727739205274457,0.00500343801213064,NA,NA,NA,NA,NA,NA
141,50,3,21,1,"cltn",0.0623576395254702,0.0034777932008129,1.337248,0.808673,NA,1,0,NA
141,50,3,21,1,"ordn",0.0623576395254702,0.0034777932008129,1.44252,1.066811,NA,1,1,NA
141,50,3,21,1,"clt",0.0458903185945891,0.0019353614631256,0.98534,0.7135255,124.50911,1,0,0
141,50,3,21,1,"ord",0.0410892437339061,0.00160023922192835,1.061918,0.818591,94.49986,1,1,0
141,50,3,21,1,"ind",0.044025044120567,0.00181281176662987,0.2088695,0.2141645,NA,1,0,NA
141,50,3,21,1,"kern",0.0534900292167193,0.00339974977755317,NA,NA,NA,NA,NA,NA
141,50,3,21,1,"spline",0.00533284370363628,6.27399389845528e-05,NA,NA,NA,NA,NA,NA
141,150,1,3,0,"cltn",0.0280211566123085,0.000844245686371549,0.9770015,1.057757,NA,1,1,NA
141,150,1,3,0,"ordn",0.0280211566123085,0.000844245686371549,0.993834,1.054654,NA,1,1,NA
141,150,1,3,0,"clt",0.0222247050099562,0.000444459895976341,0.5867885,0.5986755,2200.46565,1,1,1
141,150,1,3,0,"ord",0.0443273524625129,0.00184702578369424,0.5239525,0.606836,2262.9594,1,1,1
141,150,1,3,0,"ind",0.0518047533664335,0.00302431235513464,1.899194,3.073894,NA,1,1,NA
141,150,1,3,0,"kern",0.03777114370655,0.00148877742219735,NA,NA,NA,NA,NA,NA
141,150,1,3,0,"spline",0.12837183570451,0.0158706499893036,NA,NA,NA,NA,NA,NA
141,150,2,9,0,"cltn",0.0508374527056126,0.00233317057639857,0.982122,0.7575815,NA,1,1,NA
141,150,2,9,0,"ordn",0.0508374527056126,0.00233317057639857,0.971211,0.7723785,NA,1,1,NA
141,150,2,9,0,"clt",0.0374493298968158,0.00129493031305679,0.6328925,0.518908,632.5048,1,1,0
141,150,2,9,0,"ord",0.0391765444960443,0.00151005784800903,0.5980505,0.505401,654.8635,1,1,0
141,150,2,9,0,"ind",0.0406908446025248,0.00144354655200948,0.1824905,0.2257405,NA,0,1,NA
141,150,2,9,0,"kern",0.0397364410527635,0.00161433224837312,NA,NA,NA,NA,NA,NA
141,150,2,9,0,"spline",0.0482313833622213,0.00219103786562111,NA,NA,NA,NA,NA,NA
141,150,3,21,1,"cltn",0.045618789049333,0.00208977278897883,0.8750715,0.590078,NA,1,1,NA
141,150,3,21,1,"ordn",0.045618789049333,0.00208977278897883,0.894597,0.674281,NA,1,1,NA
141,150,3,21,1,"clt",0.0530985537615131,0.00276717787361531,0.678327,0.503411,292.45465,1,1,0
141,150,3,21,1,"ord",0.0543129966178309,0.0030499210732778,0.7757765,0.5588425,223.78405,1,1,1
141,150,3,21,1,"ind",0.0282910636615958,0.000857227184775789,0.127626,0.1217515,NA,0,0,NA
141,150,3,21,1,"kern",0.0421835096625755,0.00192978388670698,NA,NA,NA,NA,NA,NA
141,150,3,21,1,"spline",0.0508161723546156,0.00273499346794526,NA,NA,NA,NA,NA,NA
141,500,1,3,0,"cltn",0.037008238356151,0.00121161079009001,0.5604875,0.5940345,NA,1,1,NA
141,500,1,3,0,"ordn",0.037008238356151,0.00121161079009001,0.555248,0.6177655,NA,1,1,NA
141,500,1,3,0,"clt",0.0206451313885291,0.000417919948005866,0.4657065,0.4940865,3087.2532,1,1,1
141,500,1,3,0,"ord",0.0386584132170096,0.00133863343472532,0.4490135,0.472168,3304.47395,1,1,1
141,500,1,3,0,"ind",0.0309123748668158,0.00103953617251828,1.989198,3.182298,NA,1,1,NA
141,500,1,3,0,"kern",0.0322327356330942,0.00119902536957905,NA,NA,NA,NA,NA,NA
141,500,1,3,0,"spline",0.11416067207637,0.0126363708103542,NA,NA,NA,NA,NA,NA
141,500,2,9,0,"cltn",0.0372427687780213,0.00126860428453604,0.5281055,0.421017,NA,1,1,NA
141,500,2,9,0,"ordn",0.0372427687780213,0.00126860428453604,0.532168,0.4378345,NA,1,1,NA
141,500,2,9,0,"clt",0.0405734695491246,0.00139113295989349,0.3157135,0.2466975,2535.7606,0,1,0
141,500,2,9,0,"ord",0.0273843265065254,0.000666680394696276,0.298238,0.252549,2564.21915,0,1,0
141,500,2,9,0,"ind",0.0233172487562679,0.000540664002209365,0.1114065,0.133899,NA,0,1,NA
141,500,2,9,0,"kern",0.0364995233470232,0.00125842410134676,NA,NA,NA,NA,NA,NA
141,500,2,9,0,"spline",0.042369903013635,0.00159862683855984,NA,NA,NA,NA,NA,NA
141,500,3,21,1,"cltn",0.0353075325264333,0.0011269726677049,0.5007675,0.3783705,NA,1,1,NA
141,500,3,21,1,"ordn",0.0353075325264333,0.0011269726677049,0.5201135,0.375129,NA,1,1,NA
141,500,3,21,1,"clt",0.0390650103829736,0.00140699742742759,0.400038,0.2890865,916.94295,0,1,1
141,500,3,21,1,"ord",0.0369979934965585,0.0012430577191575,0.4025085,0.305175,920.1667,0,1,0
141,500,3,21,1,"ind",0.0291365559627005,0.000805615639148051,0.083101,0.08112,NA,0,1,NA
141,500,3,21,1,"kern",0.0367627783216501,0.00135220455550024,NA,NA,NA,NA,NA,NA
141,500,3,21,1,"spline",0.0590981165165862,0.00344657691863603,NA,NA,NA,NA,NA,NA
141,1000,1,3,0,"cltn",0.0133545912626034,0.000159079215924074,0.4041745,0.4362925,NA,1,1,NA
141,1000,1,3,0,"ordn",0.0133545912626034,0.000159079215924074,0.4015635,0.4396145,NA,1,1,NA
141,1000,1,3,0,"clt",0.019479127428211,0.000380817402437282,0.6873935,0.724394,1930.08263,1,1,1
141,1000,1,3,0,"ord",0.0216245119974788,0.000508214942421952,0.6305885,0.662892,1926.0473,1,1,1
141,1000,1,3,0,"ind",0.019312672289982,0.000487974614053791,2.296879,3.355944,NA,1,1,NA
141,1000,1,3,0,"kern",0.0192869634825249,0.00041070164355102,NA,NA,NA,NA,NA,NA
141,1000,1,3,0,"spline",0.0936504604842998,0.00880483642765891,NA,NA,NA,NA,NA,NA
141,1000,3,21,1,"cltn",0.0124119709221547,0.000152665052865337,0.370805,0.2679915,NA,1,1,NA
141,1000,3,21,1,"ordn",0.0124119709221547,0.000152665052865337,0.372627,0.278708,NA,1,1,NA
141,1000,3,21,1,"clt",0.00877497888539516,7.9518333606172e-05,0.4026735,0.2994895,889.9212,1,1,1
141,1000,3,21,1,"ord",0.00890828201965134,0.000112143537630744,0.4025575,0.3106415,861.16035,1,1,1
141,1000,3,21,1,"ind",0.00974658156919799,9.13061103494987e-05,0.1140085,0.1132535,NA,1,1,NA
141,1000,3,21,1,"kern",0.0136168150172287,0.000177281378030499,NA,NA,NA,NA,NA,NA
141,1000,3,21,1,"spline",0.0566203236108893,0.00300412038381658,NA,NA,NA,NA,NA,NA
142,50,1,3,0,"cltn",0.0848618001958907,0.00663475801725443,2.173768,2.177589,NA,1,0,NA
142,50,1,3,0,"ordn",0.0848618001958907,0.00663475801725443,2.317736,2.406858,NA,1,0,NA
142,50,1,3,0,"clt",0.100066340076594,0.00923241569162119,1.636019,1.742587,497.75726,1,0,1
142,50,1,3,0,"ord",0.0885393648149306,0.00718444157231952,1.566431,1.624476,479.854125,1,0,1
142,50,1,3,0,"ind",0.0552463054415148,0.00275174536187135,3.174653,4.619787,NA,1,1,NA
142,50,1,3,0,"kern",0.0972856815307853,0.00877989118793041,NA,NA,NA,NA,NA,NA
142,50,1,3,0,"spline",0.0290719577271195,0.000881035639348581,NA,NA,NA,NA,NA,NA
142,50,2,9,0,"cltn",0.0152310728057082,0.0002627143924166,1.684057,1.229484,NA,1,1,NA
142,50,2,9,0,"ordn",0.0152310728057082,0.0002627143924166,1.852576,1.436299,NA,1,1,NA
142,50,2,9,0,"clt",0.0335089290810682,0.00112349819490451,1.207104,0.96863,224.128205,1,1,0
142,50,2,9,0,"ord",0.0369756707342879,0.00136960423188164,1.286096,1.0519,176.88708,1,1,1
142,50,2,9,0,"ind",0.0327729329676692,0.00103233530081294,0.4594845,0.5884535,NA,1,0,NA
142,50,2,9,0,"kern",0.0608220332110949,0.00357767282933126,NA,NA,NA,NA,NA,NA
142,50,2,9,0,"spline",0.0380330165708902,0.00149081640491706,NA,NA,NA,NA,NA,NA
142,50,3,21,1,"cltn",0.0303941177662646,0.000833135435360947,1.584022,1.025449,NA,1,1,NA
142,50,3,21,1,"ordn",0.0303941177662646,0.000833135435360947,1.632147,1.238851,NA,1,1,NA
142,50,3,21,1,"clt",0.0159058846987991,0.000275560491365138,1.561369,1.11039,70.789285,1,1,1
142,50,3,21,1,"ord",0.0189473291928745,0.000318425483512884,1.508314,1.077836,60.758,1,1,1
142,50,3,21,1,"ind",0.00694134472941307,6.07499780821444e-05,0.4552055,0.4412085,NA,1,1,NA
142,50,3,21,1,"kern",0.0666535830585422,0.00461571175498676,NA,NA,NA,NA,NA,NA
142,50,3,21,1,"spline",0.0837193996358024,0.00661068080616015,NA,NA,NA,NA,NA,NA
142,150,1,3,0,"cltn",0.0256121416836528,0.000572990351241572,1.088788,1.197501,NA,1,1,NA
142,150,1,3,0,"ordn",0.0256121416836528,0.000572990351241572,1.079572,1.195847,NA,1,1,NA
142,150,1,3,0,"clt",0.0360628706391109,0.00114499147320289,0.454953,0.543784,3561.9286,1,0,0
142,150,1,3,0,"ord",0.0272993320721531,0.000646641297833624,0.4929125,0.5083575,3390.54805,1,0,0
142,150,1,3,0,"ind",0.0160626190854883,0.000309550528238197,2.022732,3.330213,NA,1,1,NA
142,150,1,3,0,"kern",0.0312004215521347,0.000872555208182703,NA,NA,NA,NA,NA,NA
142,150,1,3,0,"spline",0.0780339547960379,0.00628679198169267,NA,NA,NA,NA,NA,NA
142,150,2,9,0,"cltn",0.0128944649250973,0.000150383887582915,1.000199,0.762337,NA,1,1,NA
142,150,2,9,0,"ordn",0.0128944649250973,0.000150383887582915,0.993851,0.820818,NA,1,1,NA
142,150,2,9,0,"clt",0.016147264209129,0.000283181521331627,0.7930145,0.637465,504.76225,1,1,1
142,150,2,9,0,"ord",0.021523259798742,0.000609038528657875,0.7741265,0.6144995,491.8751,1,1,1
142,150,2,9,0,"ind",0.0153937141550044,0.000224509325283127,0.2816915,0.3828025,NA,1,0,NA
142,150,2,9,0,"kern",0.0296099148751431,0.00111007248456646,NA,NA,NA,NA,NA,NA
142,150,2,9,0,"spline",0.0182597935887813,0.000310441061950271,NA,NA,NA,NA,NA,NA
142,150,3,21,1,"cltn",0.0130150027896657,0.000168241565336558,0.9150965,0.62614,NA,1,1,NA
142,150,3,21,1,"ordn",0.0130150027896657,0.000168241565336558,0.9906245,0.73864,NA,1,1,NA
142,150,3,21,1,"clt",0.0211995017659641,0.000446813358967843,0.815492,0.6021935,239.8737,1,1,1
142,150,3,21,1,"ord",0.0148756500177261,0.000193737501660868,0.7791515,0.5720515,269.35615,1,1,1
142,150,3,21,1,"ind",0.0092399429550648,9.943872903907e-05,0.2395065,0.2354215,NA,1,0,NA
142,150,3,21,1,"kern",0.0291207458881789,0.000944750951567811,NA,NA,NA,NA,NA,NA
142,150,3,21,1,"spline",0.0698382898474152,0.00441794504020037,NA,NA,NA,NA,NA,NA
142,500,1,3,0,"cltn",0.00785059999287334,6.98940894706836e-05,0.5253925,0.6193895,NA,1,1,NA
142,500,1,3,0,"ordn",0.00785059999287334,6.98940894706836e-05,0.538853,0.6073425,NA,1,1,NA
142,500,1,3,0,"clt",0.00638002252584786,4.98033716487332e-05,0.372932,0.4156995,4515.5507,1,1,1
142,500,1,3,0,"ord",0.00963104075742805,8.81615898984979e-05,0.3715485,0.3944055,4362.65495,1,1,1
142,500,1,3,0,"ind",0.0299939122641662,0.000793104875598325,1.763631,2.866385,NA,1,1,NA
142,500,1,3,0,"kern",0.00830866559279186,7.755772246007e-05,NA,NA,NA,NA,NA,NA
142,500,1,3,0,"spline",0.10950760813103,0.0119904532346579,NA,NA,NA,NA,NA,NA
142,500,2,9,0,"cltn",0.0164839514509863,0.000283811894925555,0.497041,0.4367105,NA,1,1,NA
142,500,2,9,0,"ordn",0.0164839514509863,0.000283811894925555,0.4959525,0.4337135,NA,1,1,NA
142,500,2,9,0,"clt",0.0140431334844111,0.00017330599813837,0.453645,0.368298,1195.88485,1,1,1
142,500,2,9,0,"ord",0.0137087825714225,0.000192245746849247,0.4772445,0.3791115,1124.97285,1,1,1
142,500,2,9,0,"ind",0.0106579941048334,0.000116901373739959,0.1573835,0.2135375,NA,0,1,NA
142,500,2,9,0,"kern",0.0168049260121043,0.000299166540919485,NA,NA,NA,NA,NA,NA
142,500,2,9,0,"spline",0.0242753705683665,0.000730548533184116,NA,NA,NA,NA,NA,NA
142,500,3,21,1,"cltn",0.0261744182273942,0.000677801423708534,0.494265,0.3596575,NA,1,1,NA
142,500,3,21,1,"ordn",0.0261744182273942,0.000677801423708534,0.4810175,0.3540685,NA,1,1,NA
142,500,3,21,1,"clt",0.0295159029341696,0.000886650025158937,0.4363925,0.3374855,680.55545,1,1,1
142,500,3,21,1,"ord",0.0217677167007503,0.000474449933560321,0.455319,0.3207735,647.1245,1,1,1
142,500,3,21,1,"ind",0.0139168166467823,0.000195653834737204,0.1479685,0.151229,NA,0,0,NA
142,500,3,21,1,"kern",0.01805088852301,0.00036987425639888,NA,NA,NA,NA,NA,NA
142,500,3,21,1,"spline",0.0420778160933832,0.00181382556252917,NA,NA,NA,NA,NA,NA
142,1000,1,3,0,"cltn",0.0215591287555355,0.0004470801637495,0.395756,0.4308225,NA,1,1,NA
142,1000,1,3,0,"ordn",0.0215591287555355,0.0004470801637495,0.3786755,0.416713,NA,1,1,NA
142,1000,1,3,0,"clt",0.0136998095446397,0.000248908608480486,0.525902,0.5413165,2800.0123,1,1,1
142,1000,1,3,0,"ord",0.0107091590286471,0.000122793517889446,0.47102,0.5252505,2665.3317,1,1,1
142,1000,1,3,0,"ind",0.0309068599595445,0.000986965203722769,2.253073,3.155569,NA,1,1,NA
142,1000,1,3,0,"kern",0.0183338970844999,0.000327255948627941,NA,NA,NA,NA,NA,NA
142,1000,1,3,0,"spline",0.105305988702174,0.0113239130242609,NA,NA,NA,NA,NA,NA
142,1000,2,9,0,"cltn",0.0249860922528031,0.0005731538608345,0.3690695,0.312935,NA,1,1,NA
142,1000,2,9,0,"ordn",0.0249860922528031,0.0005731538608345,0.3709335,0.2966255,NA,1,1,NA
142,1000,2,9,0,"clt",0.0187849908899056,0.000372235089509967,0.4429585,0.3514085,1367.15635,1,1,1
142,1000,2,9,0,"ord",0.0122240532640338,0.000151268959359889,0.4456445,0.3541365,1375.76985,1,1,1
142,1000,2,9,0,"ind",0.0326405207515418,0.0010181463917106,0.154947,0.1931715,NA,0,1,NA
142,1000,2,9,0,"kern",0.0186318308389237,0.000349981808940578,NA,NA,NA,NA,NA,NA
142,1000,2,9,0,"spline",0.0228202380992447,0.000615182882285882,NA,NA,NA,NA,NA,NA
142,1000,3,21,1,"cltn",0.0187667567132297,0.00034272093463672,0.3625225,0.2710675,NA,1,1,NA
142,1000,3,21,1,"ordn",0.0187667567132297,0.00034272093463672,0.3647845,0.274329,NA,1,1,NA
142,1000,3,21,1,"clt",0.021630592010288,0.000433003446331428,0.379318,0.282482,1043.05875,1,1,1
142,1000,3,21,1,"ord",0.0318998061944896,0.00089003582349931,0.390171,0.284914,1027.7092,1,1,1
142,1000,3,21,1,"ind",0.010267814526084,9.49718829366843e-05,0.095504,0.0961165,NA,0,1,NA
142,1000,3,21,1,"kern",0.019007409728198,0.000372213886555684,NA,NA,NA,NA,NA,NA
142,1000,3,21,1,"spline",0.0510890381235941,0.00259570817026279,NA,NA,NA,NA,NA,NA
143,50,1,3,0,"cltn",0.111970141384522,0.0115016965415825,1.903489,1.936743,NA,1,1,NA
143,50,1,3,0,"ordn",0.111970141384522,0.0115016965415825,1.898674,1.949845,NA,1,1,NA
143,50,1,3,0,"clt",0.138508839235342,0.0171103747658096,0.412889,0.4438265,4124.30735,0,0,0
143,50,1,3,0,"ord",0.130213199651661,0.0152226643288484,0.419052,0.453698,4176.979,0,0,0
143,50,1,3,0,"ind",0.128248084511521,0.0145887275618692,1.944053,2.902486,NA,1,1,NA
143,50,1,3,0,"kern",0.140517481208939,0.0171561436875198,NA,NA,NA,NA,NA,NA
143,50,1,3,0,"spline",0.174023459394708,0.0290083912760928,NA,NA,NA,NA,NA,NA
143,50,2,9,0,"cltn",0.112129398855841,0.0115558136062668,1.782464,1.301711,NA,1,1,NA
143,50,2,9,0,"ordn",0.112129398855841,0.0115558136062668,1.885685,1.553198,NA,1,1,NA
143,50,2,9,0,"clt",0.117666481194655,0.0141938727186187,1.279626,1.070555,210.668135,0,1,1
143,50,2,9,0,"ord",0.124568228880903,0.0149724389485037,1.34708,1.10103,162.44705,0,1,1
143,50,2,9,0,"ind",0.121501745685881,0.0140545601231965,0.327918,0.422536,NA,0,0,NA
143,50,2,9,0,"kern",0.128003987088007,0.0166641634626188,NA,NA,NA,NA,NA,NA
143,50,2,9,0,"spline",0.131516701207414,0.0156812932876538,NA,NA,NA,NA,NA,NA
143,50,3,21,1,"cltn",0.12251759573425,0.0141847301298098,1.810752,1.096437,NA,1,1,NA
143,50,3,21,1,"ordn",0.12251759573425,0.0141847301298098,1.666019,1.204559,NA,0,1,NA
143,50,3,21,1,"clt",0.119400364464611,0.0125044996173478,1.903848,1.475375,50.065005,1,1,1
143,50,3,21,1,"ord",0.140244968456057,0.0172439507133989,1.994178,1.447628,34.545505,1,1,1
143,50,3,21,1,"ind",0.136584095603879,0.0161302692394388,0.4629475,0.436378,NA,0,1,NA
143,50,3,21,1,"kern",0.137240402660452,0.0189529576700799,NA,NA,NA,NA,NA,NA
143,50,3,21,1,"spline",0.129205604115248,0.0189124788517445,NA,NA,NA,NA,NA,NA
143,150,1,3,0,"cltn",0.113699537665679,0.011422665443247,0.936591,1.030489,NA,0,1,NA
143,150,1,3,0,"ordn",0.113699537665679,0.011422665443247,0.9811885,1.0420035,NA,0,1,NA
143,150,1,3,0,"clt",0.0945356801540741,0.00780866503755161,0.5829885,0.630661,1906.41355,0,1,1
143,150,1,3,0,"ord",0.1106419354964,0.0110608140688013,0.5630905,0.617579,1833.8028,0,1,1
143,150,1,3,0,"ind",0.0813349213553332,0.00759839092846864,1.971294,2.897294,NA,1,1,NA
143,150,1,3,0,"kern",0.107021514476954,0.00976758692852208,NA,NA,NA,NA,NA,NA
143,150,1,3,0,"spline",0.160314109870522,0.0271512859867269,NA,NA,NA,NA,NA,NA
143,150,2,9,0,"cltn",0.0845004538245729,0.00627408072422721,1.026254,0.819709,NA,0,1,NA
143,150,2,9,0,"ordn",0.0845004538245729,0.00627408072422721,0.9728135,0.8096615,NA,0,1,NA
143,150,2,9,0,"clt",0.0951772329401339,0.00790923132342631,1.1358795,0.9268285,218.348665,1,1,1
143,150,2,9,0,"ord",0.089003861402743,0.0069401960364054,1.17884,0.971693,190.43431,0,1,1
143,150,2,9,0,"ind",0.0897611327866943,0.00698430383454852,0.437804,0.5814135,NA,0,1,NA
143,150,2,9,0,"kern",0.096527611890522,0.00947833213510943,NA,NA,NA,NA,NA,NA
143,150,2,9,0,"spline",0.100754636012546,0.00947693670498259,NA,NA,NA,NA,NA,NA
143,150,3,21,1,"cltn",0.0714781451857688,0.00433635837296897,0.933572,0.6367355,NA,0,1,NA
143,150,3,21,1,"ordn",0.0714781451857688,0.00433635837296897,0.9079625,0.6664965,NA,0,1,NA
143,150,3,21,1,"clt",0.079763068340792,0.00556643009159355,1.006569,0.739043,137.136665,0,1,1
143,150,3,21,1,"ord",0.091931007406058,0.00745643512313041,1.025521,0.7577585,120.28808,0,1,1
143,150,3,21,1,"ind",0.0965444927641759,0.00857134999979762,0.240572,0.2333035,NA,0,0,NA
143,150,3,21,1,"kern",0.091083495452949,0.00839807053280685,NA,NA,NA,NA,NA,NA
143,150,3,21,1,"spline",0.0844074581338232,0.00729810424105319,NA,NA,NA,NA,NA,NA
143,500,1,3,0,"cltn",0.0173127682457757,0.000379514709059979,0.5076125,0.5529005,NA,1,1,NA
143,500,1,3,0,"ordn",0.0173127682457757,0.000379514709059979,0.504007,0.5491625,NA,1,1,NA
143,500,1,3,0,"clt",0.0334598345106468,0.00118038231169486,0.2731105,0.296191,6338.24595,0,0,1
143,500,1,3,0,"ord",0.03581203456019,0.00128266759008755,0.2546275,0.2856245,6202.2324,0,0,0
143,500,1,3,0,"ind",0.0232918155054348,0.000574198609411504,1.377007,1.972686,NA,1,1,NA
143,500,1,3,0,"kern",0.0270515245289564,0.00073278766908824,NA,NA,NA,NA,NA,NA
143,500,1,3,0,"spline",0.126092489021555,0.0157495037304117,NA,NA,NA,NA,NA,NA
143,500,2,9,0,"cltn",0.0230115720521711,0.000607714461750664,0.491485,0.4054405,NA,1,0,NA
143,500,2,9,0,"ordn",0.0230115720521711,0.000607714461750664,0.4699645,0.3936425,NA,1,0,NA
143,500,2,9,0,"clt",0.0322636943435515,0.00123138281393841,0.54926,0.449531,742.68545,1,0,1
143,500,2,9,0,"ord",0.0316595925954052,0.000965125496390103,0.50013,0.436771,809.4579,1,0,1
143,500,2,9,0,"ind",0.0273090078941799,0.000730947869523408,0.145467,0.189857,NA,0,0,NA
143,500,2,9,0,"kern",0.0343732318976936,0.00111922056835881,NA,NA,NA,NA,NA,NA
143,500,2,9,0,"spline",0.0506497172033948,0.00250318910181489,NA,NA,NA,NA,NA,NA
143,500,3,21,1,"cltn",0.0240832330489785,0.000557330631584473,0.4706025,0.3366895,NA,1,0,NA
143,500,3,21,1,"ordn",0.0240832330489785,0.000557330631584473,0.484686,0.3475675,NA,1,0,NA
143,500,3,21,1,"clt",0.0275709471476659,0.00086768416844735,0.524388,0.38918,491.51405,1,0,1
143,500,3,21,1,"ord",0.0263553854800678,0.000636101334659392,0.4830665,0.350356,515.02315,1,0,1
143,500,3,21,1,"ind",0.0253323942913049,0.000582106377492512,0.1088145,0.1040635,NA,0,0,NA
