"rep","n","probs","quants","tail","model","uwd1","uwd2","width_mu","width_sigma","width_n","cover90_mu","cover90_sigma","cover90_n"
327,150,1,3,0,"spline",0.144227104292745,0.02002805087677,NA,NA,NA,NA,NA,NA
327,150,2,9,0,"cltn",0.0766361793847711,0.00514834285770669,0.9801775,0.807919,NA,1,1,NA
327,150,2,9,0,"ordn",0.0766361793847711,0.00514834285770669,0.972697,0.8151395,NA,1,1,NA
327,150,2,9,0,"clt",0.0642181457120506,0.00366304949834905,1.292437,1.053535,154.46965,1,1,1
327,150,2,9,0,"ord",0.0439312542982446,0.00166326371721759,1.194905,1.031977,169.000675,1,1,1
327,150,2,9,0,"ind",0.0512222141907154,0.00231057243691685,0.4425765,0.5499685,NA,0,1,NA
327,150,2,9,0,"kern",0.0629608046581716,0.00376177323465154,NA,NA,NA,NA,NA,NA
327,150,2,9,0,"spline",0.0628112029739327,0.00429100165292494,NA,NA,NA,NA,NA,NA
327,150,3,21,1,"cltn",0.0513508234157692,0.00235807392392533,0.9741695,0.6618835,NA,1,1,NA
327,150,3,21,1,"ordn",0.0513508234157692,0.00235807392392533,0.932406,0.7188585,NA,1,1,NA
327,150,3,21,1,"clt",0.0409650745698096,0.00146442586173761,1.186623,0.8545125,124.20145,1,1,1
327,150,3,21,1,"ord",0.0236483170625183,0.000499723148057484,1.1535365,0.8384825,110.118475,1,1,1
327,150,3,21,1,"ind",0.0369008506809081,0.00124435974339822,0.3245485,0.3218725,NA,0,1,NA
327,150,3,21,1,"kern",0.0573261324127796,0.0032983563708487,NA,NA,NA,NA,NA,NA
327,150,3,21,1,"spline",0.056173881039662,0.0028966193140045,NA,NA,NA,NA,NA,NA
327,500,1,3,0,"cltn",0.0228422664875548,0.000501361201439836,0.533284,0.5585015,NA,1,1,NA
327,500,1,3,0,"ordn",0.0228422664875548,0.000501361201439836,0.5274855,0.5857495,NA,1,1,NA
327,500,1,3,0,"clt",0.0137031228767853,0.000199697321559153,0.5207295,0.5611505,2667.6237,1,1,1
327,500,1,3,0,"ord",0.0267202475794401,0.00064390138339644,0.4963175,0.5048375,2470.39585,1,1,1
327,500,1,3,0,"ind",0.0465605481743692,0.00218764874102879,2.260793,3.314975,NA,1,1,NA
327,500,1,3,0,"kern",0.0244520347289024,0.000550991852465807,NA,NA,NA,NA,NA,NA
327,500,1,3,0,"spline",0.12300726730206,0.0147656500880411,NA,NA,NA,NA,NA,NA
327,500,2,9,0,"cltn",0.0258083236966512,0.000589254432032052,0.4934875,0.4110805,NA,1,1,NA
327,500,2,9,0,"ordn",0.0258083236966512,0.000589254432032052,0.5067,0.4287865,NA,1,1,NA
327,500,2,9,0,"clt",0.0251816937477761,0.000559547711793803,0.530915,0.4263015,903.07025,1,1,1
327,500,2,9,0,"ord",0.0179525813497111,0.000326861647577199,0.510189,0.404587,931.0764,1,1,1
327,500,2,9,0,"ind",0.022231532322249,0.000477146428758898,0.2167055,0.2943215,NA,0,1,NA
327,500,2,9,0,"kern",0.0318120216327476,0.00105013348659996,NA,NA,NA,NA,NA,NA
327,500,2,9,0,"spline",0.0433689485639445,0.0018273941877077,NA,NA,NA,NA,NA,NA
327,500,3,21,1,"cltn",0.0221838330090949,0.000466465962413979,0.5164975,0.3639165,NA,1,1,NA
327,500,3,21,1,"ordn",0.0221838330090949,0.000466465962413979,0.522886,0.3840315,NA,1,1,NA
327,500,3,21,1,"clt",0.0194362604485926,0.000371146731663224,0.5160125,0.3854745,562.55615,1,1,1
327,500,3,21,1,"ord",0.01426524865269,0.000178634782822069,0.497418,0.366127,582.18595,1,1,1
327,500,3,21,1,"ind",0.0228030310784525,0.00044867779415322,0.1278045,0.1252465,NA,0,1,NA
327,500,3,21,1,"kern",0.0274300293002887,0.000874098544093301,NA,NA,NA,NA,NA,NA
327,500,3,21,1,"spline",0.0439693170537406,0.00188090937965873,NA,NA,NA,NA,NA,NA
327,1000,1,3,0,"cltn",0.0177354609235112,0.000330298103686397,0.3804515,0.411984,NA,1,1,NA
327,1000,1,3,0,"ordn",0.0177354609235112,0.000330298103686397,0.3645375,0.3855645,NA,1,1,NA
327,1000,1,3,0,"clt",0.0226908829472212,0.000564373459374865,0.377154,0.42606,4084.01685,1,1,1
327,1000,1,3,0,"ord",0.013962647616636,0.000175177571747632,0.3848885,0.4334825,4082.44305,1,1,1
327,1000,1,3,0,"ind",0.0404761777681156,0.00161043452525062,1.547811,2.434046,NA,1,1,NA
327,1000,1,3,0,"kern",0.0219242581830477,0.000411978826757592,NA,NA,NA,NA,NA,NA
327,1000,1,3,0,"spline",0.123899778650247,0.0151009204600732,NA,NA,NA,NA,NA,NA
327,1000,2,9,0,"cltn",0.0194908846572262,0.00040830390051343,0.3734135,0.3011415,NA,1,1,NA
327,1000,2,9,0,"ordn",0.0194908846572262,0.00040830390051343,0.364764,0.3062355,NA,1,1,NA
327,1000,2,9,0,"clt",0.0157175232509236,0.000237425636891636,0.591217,0.488839,729.1286,1,1,0
327,1000,2,9,0,"ord",0.0125965507190587,0.000169755637993097,0.555646,0.4577315,792.64455,1,1,0
327,1000,2,9,0,"ind",0.0158128077851941,0.000304330885573118,0.2203925,0.3076255,NA,1,1,NA
327,1000,2,9,0,"kern",0.0284137518101942,0.000795937764564387,NA,NA,NA,NA,NA,NA
327,1000,2,9,0,"spline",0.0405339943714488,0.00151676085751831,NA,NA,NA,NA,NA,NA
327,1000,3,21,1,"cltn",0.0186943680359856,0.000272124721032585,0.3535415,0.25955,NA,1,1,NA
327,1000,3,21,1,"ordn",0.0186943680359856,0.000272124721032585,0.3694,0.2772705,NA,1,1,NA
327,1000,3,21,1,"clt",0.0148638453283368,0.000250772655653362,0.4254,0.3083915,799.29845,1,1,1
327,1000,3,21,1,"ord",0.0207326073944228,0.000418639311180843,0.427513,0.313141,780.5419,1,1,1
327,1000,3,21,1,"ind",0.032759058843412,0.000990865417323883,0.1200085,0.12192,NA,0,1,NA
327,1000,3,21,1,"kern",0.024085892172358,0.000618216110817122,NA,NA,NA,NA,NA,NA
327,1000,3,21,1,"spline",0.0397120405011364,0.00156211381494327,NA,NA,NA,NA,NA,NA
328,50,1,3,0,"cltn",0.125588131586626,0.0138751376570349,1.808096,1.865243,NA,1,1,NA
328,50,1,3,0,"ordn",0.125588131586626,0.0138751376570349,1.854323,1.938893,NA,1,1,NA
328,50,1,3,0,"clt",0.122349993284049,0.0136620084436642,0.314929,0.3347775,5982.1515,0,0,0
328,50,1,3,0,"ord",0.136781375123597,0.0166290410456468,0.316957,0.336884,6118.07555,0,0,0
328,50,1,3,0,"ind",0.122505775873691,0.0128899469530412,1.603212,2.726732,NA,1,1,NA
328,50,1,3,0,"kern",0.136889015147414,0.0170122695699292,NA,NA,NA,NA,NA,NA
328,50,1,3,0,"spline",0.174754134834611,0.0291118481563849,NA,NA,NA,NA,NA,NA
328,50,2,9,0,"cltn",0.085625252736609,0.00780335338052558,1.91091,1.405058,NA,1,1,NA
328,50,2,9,0,"ordn",0.085625252736609,0.00780335338052558,1.878432,1.552457,NA,1,1,NA
328,50,2,9,0,"clt",0.0956811514817517,0.00937442101304314,2.05978,1.624613,89.694175,1,1,1
328,50,2,9,0,"ord",0.100325738251201,0.0104593921663474,1.969685,1.601906,82.85336,1,1,1
328,50,2,9,0,"ind",0.104898006450561,0.0105954096858346,0.922465,1.17872,NA,0,1,NA
328,50,2,9,0,"kern",0.147930667275605,0.0232408328678237,NA,NA,NA,NA,NA,NA
328,50,2,9,0,"spline",0.132022234458534,0.0185253157384751,NA,NA,NA,NA,NA,NA
328,50,3,21,1,"cltn",0.093371355744162,0.00810109769837169,1.742842,1.104062,NA,1,1,NA
328,50,3,21,1,"ordn",0.093371355744162,0.00810109769837169,1.749954,1.282907,NA,1,1,NA
328,50,3,21,1,"clt",0.0810716488448882,0.00603237316952951,1.754608,1.319665,59.868185,1,1,1
328,50,3,21,1,"ord",0.110333222699746,0.010942913466532,1.628782,1.21215,57.07524,1,1,1
328,50,3,21,1,"ind",0.0789001305702093,0.00555087028932142,0.680643,0.631245,NA,0,1,NA
328,50,3,21,1,"kern",0.152827533083903,0.0252378623609678,NA,NA,NA,NA,NA,NA
328,50,3,21,1,"spline",0.143270711804342,0.0213553645617192,NA,NA,NA,NA,NA,NA
328,150,1,3,0,"cltn",0.0799811557279581,0.0067860446887356,1.200292,1.26433,NA,1,0,NA
328,150,1,3,0,"ordn",0.0799811557279581,0.0067860446887356,1.209946,1.290949,NA,1,0,NA
328,150,1,3,0,"clt",0.075760406768304,0.00621610115648486,0.3421405,0.383481,6106.59665,0,0,0
328,150,1,3,0,"ord",0.0826624641643549,0.0074579801038493,0.351026,0.37986,6203.22565,0,0,0
328,150,1,3,0,"ind",0.0682472145561282,0.00447018954438268,1.708736,2.760294,NA,1,1,NA
328,150,1,3,0,"kern",0.0885894457640717,0.00840183659012428,NA,NA,NA,NA,NA,NA
328,150,1,3,0,"spline",0.107743704839957,0.0105545036221787,NA,NA,NA,NA,NA,NA
328,150,2,9,0,"cltn",0.0933732195534019,0.00841602397221044,1.064403,0.8667465,NA,0,0,NA
328,150,2,9,0,"ordn",0.0933732195534019,0.00841602397221044,1.115502,0.8785205,NA,0,0,NA
328,150,2,9,0,"clt",0.105065221281741,0.0108708298761943,0.9010225,0.7554505,371.584025,0,0,1
328,150,2,9,0,"ord",0.0920559764803713,0.0085387966745821,0.9115305,0.770121,397.08574,0,0,1
328,150,2,9,0,"ind",0.0856473482158489,0.00759014371538978,0.3025935,0.376456,NA,0,0,NA
328,150,2,9,0,"kern",0.0945015166204543,0.0106242589269693,NA,NA,NA,NA,NA,NA
328,150,2,9,0,"spline",0.0966591921185381,0.00927710110862697,NA,NA,NA,NA,NA,NA
328,150,3,21,1,"cltn",0.0868286357097759,0.00702021650083037,0.9989505,0.685241,NA,0,1,NA
328,150,3,21,1,"ordn",0.0868286357097759,0.00702021650083037,1.032658,0.753146,NA,0,1,NA
328,150,3,21,1,"clt",0.093009060395395,0.00820511614003999,0.8382745,0.6099195,266.74845,0,0,1
328,150,3,21,1,"ord",0.0993594832316291,0.00943722212426474,0.83727,0.616357,231.13715,0,0,1
328,150,3,21,1,"ind",0.0830192885846274,0.00653129194262521,0.227819,0.225479,NA,0,0,NA
328,150,3,21,1,"kern",0.0918743710351971,0.00979835998197111,NA,NA,NA,NA,NA,NA
328,150,3,21,1,"spline",0.112151512666267,0.0132712873321538,NA,NA,NA,NA,NA,NA
328,500,1,3,0,"cltn",0.0506521870378186,0.00228641082229908,0.5738215,0.6274815,NA,1,1,NA
328,500,1,3,0,"ordn",0.0506521870378186,0.00228641082229908,0.5805315,0.636363,NA,1,1,NA
328,500,1,3,0,"clt",0.0420570528430639,0.0016035232866764,0.314382,0.329221,5544.3803,0,1,1
328,500,1,3,0,"ord",0.0439499206532711,0.00180818173703557,0.2972395,0.332853,5388.05575,0,1,1
328,500,1,3,0,"ind",0.0299568729558727,0.000848196312871791,1.519624,2.503965,NA,1,1,NA
328,500,1,3,0,"kern",0.0433851437531156,0.00164961736312566,NA,NA,NA,NA,NA,NA
328,500,1,3,0,"spline",0.105346544866368,0.0113286760284365,NA,NA,NA,NA,NA,NA
328,500,2,9,0,"cltn",0.036959444118673,0.00132030451283356,0.5304955,0.447568,NA,1,1,NA
328,500,2,9,0,"ordn",0.036959444118673,0.00132030451283356,0.5315995,0.434821,NA,1,1,NA
328,500,2,9,0,"clt",0.0210832200465203,0.00042376364537587,0.429063,0.356496,1404.69255,1,1,1
328,500,2,9,0,"ord",0.0396357827934889,0.00141050390199665,0.435635,0.379022,1381.5676,0,1,1
328,500,2,9,0,"ind",0.0371944126661069,0.0012799230048307,0.150242,0.190382,NA,0,0,NA
328,500,2,9,0,"kern",0.0376126810171483,0.00151730905987788,NA,NA,NA,NA,NA,NA
328,500,2,9,0,"spline",0.0403396735262795,0.00139789144811244,NA,NA,NA,NA,NA,NA
328,500,3,21,1,"cltn",0.040547286077397,0.00140330662372009,0.53669,0.3820275,NA,1,1,NA
328,500,3,21,1,"ordn",0.040547286077397,0.00140330662372009,0.5204155,0.383324,NA,1,1,NA
328,500,3,21,1,"clt",0.0211152181979973,0.000434069920196054,0.574389,0.415148,482.37345,1,1,1
328,500,3,21,1,"ord",0.0349313261841438,0.0011492040412629,0.556122,0.3894645,501.5967,1,1,1
328,500,3,21,1,"ind",0.0321252716821892,0.000975738061330488,0.115365,0.109619,NA,0,0,NA
328,500,3,21,1,"kern",0.0379757679871561,0.00157182182105015,NA,NA,NA,NA,NA,NA
328,500,3,21,1,"spline",0.0677807802387825,0.00447367419661575,NA,NA,NA,NA,NA,NA
328,1000,1,3,0,"cltn",0.0203477816865852,0.000384623098780865,0.383795,0.426784,NA,0,1,NA
328,1000,1,3,0,"ordn",0.0203477816865852,0.000384623098780865,0.4036285,0.440295,NA,1,1,NA
328,1000,1,3,0,"clt",0.0205044655467431,0.000371989574989285,0.2932235,0.323933,6003.71145,0,1,1
328,1000,1,3,0,"ord",0.044619520717415,0.00173039057820678,0.2869615,0.321341,5886.1845,0,1,1
328,1000,1,3,0,"ind",0.0169004340254383,0.000327690473975787,1.435347,2.445921,NA,1,1,NA
328,1000,1,3,0,"kern",0.0316524624660193,0.00083687632812046,NA,NA,NA,NA,NA,NA
328,1000,1,3,0,"spline",0.111288119058377,0.0125059758978127,NA,NA,NA,NA,NA,NA
328,1000,2,9,0,"cltn",0.0348272668875913,0.00111536172804492,0.3762825,0.301626,NA,0,1,NA
328,1000,2,9,0,"ordn",0.0348272668875913,0.00111536172804492,0.3625175,0.3102515,NA,0,1,NA
328,1000,2,9,0,"clt",0.0255187163023603,0.000579023017041918,0.230125,0.1870945,4194.717,0,1,0
328,1000,2,9,0,"ord",0.0328480753923535,0.00095911697597097,0.244767,0.1942325,4227.776,0,1,0
328,1000,2,9,0,"ind",0.0258832527516377,0.000656619721633435,0.0791935,0.100623,NA,0,1,NA
328,1000,2,9,0,"kern",0.0305350353100134,0.000784213560896232,NA,NA,NA,NA,NA,NA
328,1000,2,9,0,"spline",0.0363609600782903,0.00114710883392321,NA,NA,NA,NA,NA,NA
328,1000,3,21,1,"cltn",0.0348724201670484,0.00116259414300356,0.366528,0.256913,NA,1,1,NA
328,1000,3,21,1,"ordn",0.0348724201670484,0.00116259414300356,0.366866,0.265972,NA,0,1,NA
328,1000,3,21,1,"clt",0.0464405564864822,0.00199292872159452,0.2695705,0.198682,1962.1105,0,1,0
328,1000,3,21,1,"ord",0.0455663176045629,0.00181507116045396,0.286192,0.2122725,1913.931,0,1,0
328,1000,3,21,1,"ind",0.020320528203509,0.000355588704525429,0.0395375,0.0386005,NA,0,1,NA
328,1000,3,21,1,"kern",0.0286110380775548,0.00071600344232922,NA,NA,NA,NA,NA,NA
328,1000,3,21,1,"spline",0.053865892888124,0.00289571039450265,NA,NA,NA,NA,NA,NA
329,50,1,3,0,"cltn",0.051354927916871,0.00233940132872844,1.533574,1.609565,NA,1,1,NA
329,50,1,3,0,"ordn",0.051354927916871,0.00233940132872844,1.465561,1.583471,NA,1,1,NA
329,50,1,3,0,"clt",0.0482137317294095,0.00217329724797936,1.483184,1.444991,255.67459,1,1,1
329,50,1,3,0,"ord",0.0464620194797737,0.00202847290730432,1.385451,1.445672,240.106495,1,1,1
329,50,1,3,0,"ind",0.0772508218032038,0.00579637376400319,2.510555,3.378754,NA,1,1,NA
329,50,1,3,0,"kern",0.0707341419536578,0.00526848942208172,NA,NA,NA,NA,NA,NA
329,50,1,3,0,"spline",0.161575277364459,0.024819991903163,NA,NA,NA,NA,NA,NA
329,50,2,9,0,"cltn",0.0654617379368422,0.0040590775517376,1.356955,1.008326,NA,1,0,NA
329,50,2,9,0,"ordn",0.0654617379368422,0.0040590775517376,1.405305,1.103595,NA,1,1,NA
329,50,2,9,0,"clt",0.0602205828617931,0.00334424374180016,0.9790285,0.7747435,195.57773,1,0,1
329,50,2,9,0,"ord",0.0481650763052833,0.00215337974557897,0.9216225,0.750693,204.69795,1,0,0
329,50,2,9,0,"ind",0.0604121578295949,0.00340912334197186,0.351163,0.454919,NA,1,0,NA
329,50,2,9,0,"kern",0.0598286625925266,0.00390603789388589,NA,NA,NA,NA,NA,NA
329,50,2,9,0,"spline",0.0659412190891435,0.00442329495373226,NA,NA,NA,NA,NA,NA
329,50,3,21,1,"cltn",0.053518249259999,0.00260827563380782,1.3675975,0.8487145,NA,1,0,NA
329,50,3,21,1,"ordn",0.053518249259999,0.00260827563380782,1.380758,1.032964,NA,1,1,NA
329,50,3,21,1,"clt",0.0566705377673017,0.00297395296247301,1.335171,0.9953515,64.000205,1,0,1
329,50,3,21,1,"ord",0.0489376023694781,0.00240062562109375,1.48216,1.063707,43.9939,1,1,1
329,50,3,21,1,"ind",0.0601382028254504,0.00344127139420474,0.324726,0.3214505,NA,1,0,NA
329,50,3,21,1,"kern",0.0619704241542644,0.00441791836357432,NA,NA,NA,NA,NA,NA
329,50,3,21,1,"spline",0.0126603063776595,0.000221032461714624,NA,NA,NA,NA,NA,NA
329,150,1,3,0,"cltn",0.0378575470181235,0.00126414059571607,1.042471,1.08438,NA,1,1,NA
329,150,1,3,0,"ordn",0.0378575470181235,0.00126414059571607,1.029368,1.101836,NA,1,1,NA
329,150,1,3,0,"clt",0.0521186725603585,0.00247175036536655,0.759291,0.8282185,1224.38031,1,1,1
329,150,1,3,0,"ord",0.0275259871382411,0.00070885423345385,0.773769,0.7757715,1288.74263,1,1,1
329,150,1,3,0,"ind",0.0557750405043954,0.0037287374496085,2.554692,3.731432,NA,1,1,NA
329,150,1,3,0,"kern",0.0412341914658966,0.00147346689377273,NA,NA,NA,NA,NA,NA
329,150,1,3,0,"spline",0.103692315775281,0.0116156331607422,NA,NA,NA,NA,NA,NA
329,150,2,9,0,"cltn",0.0477383542004363,0.00204247564942583,0.965943,0.7831365,NA,1,1,NA
329,150,2,9,0,"ordn",0.0477383542004363,0.00204247564942583,0.9694945,0.799802,NA,1,1,NA
329,150,2,9,0,"clt",0.0310441369313255,0.000895373877359624,0.89851,0.7494625,342.80523,1,1,1
329,150,2,9,0,"ord",0.0110246784435775,0.000117426682022328,0.9566685,0.8119285,269.09134,1,1,1
329,150,2,9,0,"ind",0.0291760961264134,0.000861755040698718,0.296203,0.365099,NA,0,1,NA
329,150,2,9,0,"kern",0.0387462909995389,0.00169198522835259,NA,NA,NA,NA,NA,NA
329,150,2,9,0,"spline",0.0394509009721804,0.00128439403063488,NA,NA,NA,NA,NA,NA
329,150,3,21,1,"cltn",0.0261573770178398,0.00063201888916525,0.935525,0.6285085,NA,1,1,NA
329,150,3,21,1,"ordn",0.0261573770178398,0.00063201888916525,0.9118175,0.6615765,NA,1,1,NA
329,150,3,21,1,"clt",0.0378671196989917,0.00142298340736948,0.9478195,0.6886075,181.95942,1,1,1
329,150,3,21,1,"ord",0.0326986098627644,0.000979849238533862,0.881224,0.67232,164.96129,1,1,1
329,150,3,21,1,"ind",0.0143193403059254,0.000225721015193732,0.1952045,0.194203,NA,0,1,NA
329,150,3,21,1,"kern",0.0391283702398995,0.00165376543257207,NA,NA,NA,NA,NA,NA
329,150,3,21,1,"spline",0.0591727069582667,0.00347705713349685,NA,NA,NA,NA,NA,NA
329,500,1,3,0,"cltn",0.0112234233595109,0.000176120229173934,0.572559,0.608938,NA,1,1,NA
329,500,1,3,0,"ordn",0.0112234233595109,0.000176120229173934,0.586893,0.592195,NA,1,1,NA
329,500,1,3,0,"clt",0.00561505439625124,3.36286833005744e-05,0.29957,0.3137545,6155.03215,1,1,1
329,500,1,3,0,"ord",0.00524013611688576,3.23035979207389e-05,0.27519,0.301799,6102.14355,1,1,0
329,500,1,3,0,"ind",0.0142060520286317,0.00021969177435933,1.029832,1.850643,NA,1,1,NA
329,500,1,3,0,"kern",0.00998043766401794,0.000105332859652583,NA,NA,NA,NA,NA,NA
329,500,1,3,0,"spline",0.103114092340127,0.010704382656394,NA,NA,NA,NA,NA,NA
329,500,2,9,0,"cltn",0.0129835526001583,0.000207155178182302,0.526142,0.424876,NA,1,1,NA
329,500,2,9,0,"ordn",0.0129835526001583,0.000207155178182302,0.5258885,0.448798,NA,1,1,NA
329,500,2,9,0,"clt",0.00750269732363952,7.06436064540443e-05,0.3121605,0.2567105,2343.23705,1,1,0
329,500,2,9,0,"ord",0.0150397318884724,0.000249350126977914,0.319864,0.260723,2268.59835,1,1,0
329,500,2,9,0,"ind",0.00626611947888805,4.4042397044058e-05,0.0922735,0.1226085,NA,1,0,NA
329,500,2,9,0,"kern",0.0105521140005197,0.000107479535382156,NA,NA,NA,NA,NA,NA
329,500,2,9,0,"spline",0.0203842257253461,0.000477874326351541,NA,NA,NA,NA,NA,NA
329,500,3,21,1,"cltn",0.0181186545886431,0.000308327654925984,0.5063545,0.3574855,NA,1,1,NA
329,500,3,21,1,"ordn",0.0181186545886431,0.000308327654925984,0.5097625,0.385829,NA,1,1,NA
329,500,3,21,1,"clt",0.017544949830566,0.000302755616253699,0.320702,0.2466335,1199.03235,1,1,0
329,500,3,21,1,"ord",0.00891820558763151,9.85274659651189e-05,0.3437965,0.2539425,1184.24885,1,1,0
329,500,3,21,1,"ind",0.0150688516370612,0.000238025276057726,0.0680995,0.0647915,NA,0,0,NA
329,500,3,21,1,"kern",0.0111241977165758,0.000129888396803305,NA,NA,NA,NA,NA,NA
329,500,3,21,1,"spline",0.0485669089547357,0.00220639799498433,NA,NA,NA,NA,NA,NA
329,1000,1,3,0,"cltn",0.0159703528310044,0.000298970692577066,0.40855,0.437264,NA,1,1,NA
329,1000,1,3,0,"ordn",0.0159703528310044,0.000298970692577066,0.4058135,0.446898,NA,1,1,NA
329,1000,1,3,0,"clt",0.0110523469730705,0.000115669333592133,0.395189,0.4138015,4591.8482,1,1,1
329,1000,1,3,0,"ord",0.0246887214237216,0.000528477172680699,0.393833,0.429433,4432.7162,1,1,1
329,1000,1,3,0,"ind",0.050764472596867,0.00254698678644261,1.698373,2.95626,NA,1,1,NA
329,1000,1,3,0,"kern",0.022444265081269,0.000572771113460188,NA,NA,NA,NA,NA,NA
329,1000,1,3,0,"spline",0.0941573936761829,0.00920196718763184,NA,NA,NA,NA,NA,NA
329,1000,2,9,0,"cltn",0.0162657721296684,0.00025276211319992,0.369755,0.305073,NA,1,1,NA
329,1000,2,9,0,"ordn",0.0162657721296684,0.00025276211319992,0.3621275,0.3042565,NA,1,1,NA
329,1000,2,9,0,"clt",0.0238760436052029,0.000561705184648125,0.313174,0.2502495,2670.56605,1,1,1
329,1000,2,9,0,"ord",0.0137084818835673,0.000250061320540984,0.2997795,0.243331,2622.15745,1,1,1
329,1000,2,9,0,"ind",0.0149830695253392,0.000259603397806916,0.1109185,0.140895,NA,0,1,NA
329,1000,2,9,0,"kern",0.0205327843039111,0.000439677409745027,NA,NA,NA,NA,NA,NA
329,1000,2,9,0,"spline",0.0262771583174757,0.000596049508987257,NA,NA,NA,NA,NA,NA
329,1000,3,21,1,"cltn",0.00441930586343126,2.10216446538483e-05,0.3609855,0.272322,NA,1,1,NA
329,1000,3,21,1,"ordn",0.00441930586343126,2.10216446538483e-05,0.3533145,0.2672015,NA,1,1,NA
329,1000,3,21,1,"clt",0.0115859507548239,0.000106419478562154,0.2626975,0.201664,1890.6605,1,1,0
329,1000,3,21,1,"ord",0.00519781854457124,3.48419996543147e-05,0.281609,0.197638,1933.826,1,1,0
329,1000,3,21,1,"ind",0.032799201287736,0.000926215395649668,0.0733875,0.071582,NA,0,1,NA
329,1000,3,21,1,"kern",0.0202235677453168,0.000462999261035656,NA,NA,NA,NA,NA,NA
329,1000,3,21,1,"spline",0.0576506500886817,0.00320464545361801,NA,NA,NA,NA,NA,NA
330,50,1,3,0,"cltn",0.0664746420979052,0.00425468622494419,1.400597,1.505841,NA,1,1,NA
330,50,1,3,0,"ordn",0.0664746420979052,0.00425468622494419,1.488394,1.575448,NA,1,1,NA
330,50,1,3,0,"clt",0.0683649619942594,0.00414827540479532,1.05263,1.088483,464.120445,1,0,1
330,50,1,3,0,"ord",0.0618599053614767,0.00344532825761326,1.032198,1.111592,412.16018,1,0,1
330,50,1,3,0,"ind",0.0939552972183781,0.00891093779565136,2.34491,3.2575,NA,1,1,NA
330,50,1,3,0,"kern",0.078290033422385,0.00576717685282999,NA,NA,NA,NA,NA,NA
330,50,1,3,0,"spline",0.173255647582901,0.0287384852587694,NA,NA,NA,NA,NA,NA
330,50,2,9,0,"cltn",0.0449034246366754,0.00191162105437097,1.448974,1.118421,NA,1,1,NA
330,50,2,9,0,"ordn",0.0449034246366754,0.00191162105437097,1.48633,1.26466,NA,1,1,NA
330,50,2,9,0,"clt",0.0241337345588919,0.000618569606676348,1.283101,1.085109,125.203305,1,1,1
330,50,2,9,0,"ord",0.0348175360569206,0.00120228792011196,1.450229,1.140397,100.26852,1,1,1
330,50,2,9,0,"ind",0.0452569268007971,0.00193244536332222,0.347897,0.4579435,NA,1,0,NA
330,50,2,9,0,"kern",0.0538035273551778,0.00330758266962981,NA,NA,NA,NA,NA,NA
330,50,2,9,0,"spline",0.0590383979394985,0.00329118061280756,NA,NA,NA,NA,NA,NA
330,50,3,21,1,"cltn",0.0325384380708552,0.00104485992489331,1.448758,0.908217,NA,1,1,NA
330,50,3,21,1,"ordn",0.0325384380708552,0.00104485992489331,1.479765,1.147329,NA,1,1,NA
330,50,3,21,1,"clt",0.0245428733561704,0.000596389148082191,1.360909,1.003499,73.22863,1,1,1
330,50,3,21,1,"ord",0.0245751035030003,0.000683521788709814,1.386143,1.019406,60.93276,1,1,1
330,50,3,21,1,"ind",0.0355132834712113,0.00118266994061549,0.234432,0.2271505,NA,1,0,NA
330,50,3,21,1,"kern",0.0517654865884021,0.00307017715273511,NA,NA,NA,NA,NA,NA
330,50,3,21,1,"spline",0.0173343794806368,0.000274587376056012,NA,NA,NA,NA,NA,NA
330,150,1,3,0,"cltn",0.0518004334450015,0.00287038063513683,0.9283965,0.9427375,NA,1,1,NA
330,150,1,3,0,"ordn",0.0518004334450015,0.00287038063513683,0.9440295,1.019923,NA,1,1,NA
330,150,1,3,0,"clt",0.0499736286342372,0.00263291531535545,0.404754,0.4449555,3478.39055,0,0,0
330,150,1,3,0,"ord",0.0435770760327097,0.00194312452077338,0.38514,0.3998455,3472.19145,0,0,0
330,150,1,3,0,"ind",0.0656640524662714,0.00519454640223378,1.665587,2.702895,NA,1,1,NA
330,150,1,3,0,"kern",0.0526995485464657,0.00276094499829899,NA,NA,NA,NA,NA,NA
330,150,1,3,0,"spline",0.143129186537131,0.0199629883033401,NA,NA,NA,NA,NA,NA
330,150,2,9,0,"cltn",0.0296633790783908,0.000850247954452188,0.9109335,0.733583,NA,1,1,NA
330,150,2,9,0,"ordn",0.0296633790783908,0.000850247954452188,0.9260495,0.7592715,NA,1,1,NA
330,150,2,9,0,"clt",0.0338057943350537,0.00103353396555837,0.646445,0.5791615,578.0968,1,1,1
330,150,2,9,0,"ord",0.0457545041570083,0.0020913329911399,0.657837,0.5563025,559.45525,1,1,1
330,150,2,9,0,"ind",0.0272414813684966,0.000758835084908005,0.18196,0.2307205,NA,0,1,NA
330,150,2,9,0,"kern",0.0400067918565816,0.00150165128640027,NA,NA,NA,NA,NA,NA
330,150,2,9,0,"spline",0.0478078190048028,0.00201813866692826,NA,NA,NA,NA,NA,NA
330,150,3,21,1,"cltn",0.0370053282998245,0.00119670430816636,0.9144015,0.6729925,NA,1,1,NA
330,150,3,21,1,"ordn",0.0370053282998245,0.00119670430816636,0.9428955,0.705987,NA,1,1,NA
330,150,3,21,1,"clt",0.0324236951357246,0.00104520994119682,0.896651,0.645216,188.59341,1,1,1
330,150,3,21,1,"ord",0.0402951703898231,0.00135537011028514,0.9084195,0.6932775,164.6912,1,1,1
